,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.65,0.69,0.93,1.14,0.96,0.75,0.44,0.47,0.43,0.34,0.34,0.4,0.29,0.36,0.39,0.31
f_1,1.0,0.65,0.9,0.96,0.84,0.76,0.35,0.43,0.36,0.34,0.33,0.39,0.24,0.28,0.34,0.31
d_1,1.11,1.0,0.64,0.92,0.85,0.83,0.38,0.33,0.46,0.41,0.38,0.34,0.27,0.35,0.33,0.2
c_1,0.83,1.03,1.18,0.63,1.2,0.92,0.46,0.43,0.25,0.36,0.31,0.36,0.3,0.32,0.31,0.28
b_1,1.04,1.2,1.18,0.67,0.61,1.33,0.47,0.46,0.36,0.48,0.44,0.37,0.33,0.37,0.33,0.29
a_1,1.5,1.36,1.17,1.19,0.74,0.55,0.62,0.61,0.57,0.54,0.58,0.5,0.44,0.61,0.45,0.37
h_1,1.52,1.68,1.71,1.63,1.56,1.3,0.53,0.75,0.57,0.62,0.56,0.65,0.53,0.47,0.53,0.5
g_1,1.68,1.72,1.6,1.67,1.61,1.34,0.65,0.52,0.65,0.63,0.6,0.66,0.41,0.56,0.6,0.51
d_0,1.22,1.65,1.99,2.04,1.74,1.41,0.83,0.78,0.55,0.54,0.57,0.62,0.54,0.6,0.58,0.57
c_0,1.86,1.8,1.2,2.24,1.56,1.28,0.76,0.74,1.06,0.54,0.74,0.69,0.51,0.7,0.56,0.47
b_0,1.81,1.9,1.46,2.64,1.87,1.34,0.8,0.75,0.87,0.44,0.54,0.63,0.62,0.72,0.59,0.57
f_0,1.84,2.2,1.76,1.78,1.73,1.56,0.82,0.6,0.7,0.63,0.68,0.52,0.56,0.68,0.65,0.38
h_0,1.9,2.15,1.94,1.94,1.92,1.51,0.99,0.91,0.76,0.72,0.67,0.61,0.64,0.68,0.59,0.59
a_0,1.82,2.22,1.93,2.31,2.01,1.89,1.01,0.91,0.72,0.61,0.48,0.7,0.58,0.51,0.74,0.56
e_0,2.49,2.64,1.81,2.05,2.02,1.61,1.02,0.81,0.82,0.75,0.77,0.48,0.64,0.77,0.5,0.49
g_0,2.11,2.13,2.44,2.23,2.05,1.82,0.81,0.88,0.82,0.83,0.74,0.81,0.53,0.79,0.74,0.68
