,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.01,0.05,0.1,0.1,0.12,0.15,0.19,0.29,0.25,0.26,0.31,0.26,0.26,0.34,,0.42
f_1,0.11,0.01,0.12,0.09,0.11,0.13,0.15,0.21,0.23,0.19,,0.2,0.23,0.38,0.32,0.42
d_1,0.07,0.05,0.01,0.08,0.07,0.12,0.1,0.09,,0.22,0.13,0.16,0.17,0.22,0.22,0.14
c_1,0.05,0.05,0.05,0.01,0.07,0.14,0.13,0.14,0.08,,0.14,0.15,0.17,,0.2,0.17
b_1,0.04,0.04,0.05,0.03,0.01,0.11,0.07,0.16,0.07,0.18,0.13,,0.1,0.17,0.15,0.17
a_1,0.01,0.02,0.01,0.02,0.01,,0.03,0.03,0.03,0.03,,0.05,0.05,,0.05,0.07
h_1,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
