,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.86,1.22,1.86,1.92,4.36,18.86,29.05,43.06,33.26,49.6,50.18,83.51,88.79,106.9,116.75
f_1,1.16,1.0,1.2,1.53,1.71,3.59,15.93,25.71,30.89,29.58,38.65,46.07,66.46,70.78,75.44,126.21
d_1,0.82,0.84,1.0,1.14,1.39,3.23,12.77,18.46,24.9,33.86,33.45,40.02,59.88,63.07,75.52,71.54
c_1,0.54,0.66,0.88,1.0,1.52,2.61,11.22,18.48,15.15,19.7,24.35,26.21,48.22,51.14,63.78,68.58
b_1,0.5,0.58,0.71,0.69,1.0,3.13,10.86,16.5,16.6,20.93,25.98,26.43,44.81,46.46,55.92,70.41
a_1,0.22,0.28,0.3,0.37,0.32,1.0,4.74,6.25,7.7,8.39,10.11,12.54,18.3,18.84,22.9,29.57
h_1,0.05,0.06,0.08,0.09,0.09,0.2,1.0,1.79,1.68,1.85,2.43,2.68,4.53,4.45,5.24,6.89
g_1,0.03,0.04,0.05,0.05,0.06,0.16,0.58,1.0,1.09,1.23,1.84,1.58,2.55,2.96,3.92,4.03
d_0,0.02,0.03,0.04,0.07,0.06,0.14,0.6,0.92,1.0,0.94,1.41,1.47,2.59,2.66,3.42,4.2
c_0,0.03,0.03,0.03,0.05,0.05,0.12,0.54,0.79,1.04,1.0,1.35,2.01,2.55,2.77,3.15,3.44
f_0,0.02,0.03,0.03,0.04,0.04,0.1,0.41,0.57,0.72,0.74,1.0,1.11,1.88,1.99,3.34,2.49
b_0,0.02,0.02,0.02,0.04,0.04,0.08,0.37,0.6,0.64,0.51,0.91,1.0,1.79,2.46,2.15,2.39
h_0,0.01,0.01,0.02,0.02,0.02,0.05,0.22,0.4,0.39,0.4,0.54,0.55,1.0,0.91,1.29,1.54
a_0,0.01,0.01,0.02,0.02,0.02,0.05,0.22,0.32,0.35,0.35,0.48,0.42,1.05,1.0,1.2,1.33
e_0,0.01,0.01,0.01,0.02,0.02,0.04,0.18,0.26,0.31,0.34,0.29,0.48,0.82,0.86,1.0,1.22
g_0,0.01,0.01,0.01,0.02,0.01,0.03,0.15,0.25,0.25,0.29,0.41,0.44,0.63,0.75,0.81,1.0
