,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.29,1.13,1.39,1.44,3.09,16.81,28.1,28.21,34.37,46.4,48.38,67.99,80.45,74.62,159.33
e_1,0.78,1.0,1.15,1.44,1.77,3.65,16.76,28.72,35.04,35.47,49.79,65.74,78.95,106.92,135.33,118.45
d_1,0.88,0.86,1.0,0.94,1.3,2.98,15.95,18.25,25.33,39.35,38.48,41.92,57.41,65.0,92.4,87.23
c_1,0.72,0.69,1.06,1.0,2.07,2.9,15.55,20.05,17.39,24.44,26.39,43.4,55.11,54.31,75.23,111.04
b_1,0.7,0.56,0.77,0.48,1.0,3.44,11.37,19.39,15.88,27.21,24.74,31.73,48.04,54.6,67.29,91.31
a_1,0.32,0.28,0.34,0.35,0.29,1.0,6.1,8.39,7.66,11.13,15.04,12.4,21.95,29.48,26.79,38.29
h_1,0.06,0.06,0.06,0.06,0.09,0.17,1.0,1.72,1.57,1.65,2.25,2.68,4.51,4.81,5.58,9.55
g_1,0.03,0.04,0.06,0.05,0.05,0.12,0.56,1.0,0.87,1.26,1.57,2.76,2.53,2.75,4.64,3.95
d_0,0.04,0.03,0.04,0.06,0.07,0.12,0.66,1.19,1.0,1.17,1.49,2.02,2.77,3.06,4.04,5.49
c_0,0.03,0.03,0.02,0.04,0.04,0.09,0.59,0.78,0.85,1.0,1.63,1.38,2.21,2.58,3.41,3.97
b_0,0.02,0.02,0.03,0.04,0.04,0.07,0.44,0.62,0.68,0.64,1.0,1.35,1.85,2.8,2.51,3.04
f_0,0.02,0.02,0.02,0.02,0.03,0.08,0.36,0.36,0.53,0.71,0.82,1.0,1.34,1.5,3.39,2.17
h_0,0.02,0.01,0.02,0.02,0.02,0.05,0.23,0.4,0.38,0.43,0.56,0.73,1.0,1.06,1.39,2.17
a_0,0.01,0.01,0.02,0.02,0.02,0.03,0.2,0.36,0.34,0.42,0.35,0.65,0.92,1.0,1.18,1.44
e_0,0.01,0.01,0.01,0.01,0.01,0.03,0.19,0.2,0.26,0.29,0.42,0.31,0.69,0.8,1.0,1.24
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.11,0.26,0.19,0.27,0.32,0.5,0.45,0.65,0.83,1.0
