,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.53,1.39,0.91,0.99,0.87,0.78,1.11,1.07,1.25,1.04,1.03,0.89,1.14,0.99,0.84,1.15
e_1,0.97,1.55,0.97,1.23,0.9,0.78,1.25,1.14,1.77,1.15,1.22,1.22,1.31,1.06,0.97,1.24
d_1,1.1,1.04,1.56,0.84,0.92,0.86,1.25,1.0,0.92,1.82,1.3,1.13,1.3,1.06,1.12,1.17
c_1,1.01,0.9,1.1,1.61,1.48,0.95,1.1,1.03,1.0,1.06,0.97,1.1,1.26,0.91,0.99,1.13
b_1,1.11,1.0,1.07,0.94,1.65,1.41,1.22,1.02,1.15,1.31,1.08,1.15,1.36,0.86,1.09,1.24
a_1,1.25,1.17,1.18,1.03,0.85,1.75,1.4,1.35,1.32,1.37,1.27,1.21,1.41,1.08,1.07,1.43
h_1,1.63,1.26,1.25,1.25,1.1,0.88,1.86,1.52,1.44,1.33,1.48,1.38,1.46,1.2,1.4,1.81
g_1,1.18,1.28,1.67,1.29,1.19,0.96,1.39,1.94,1.45,1.51,1.5,1.92,1.38,1.35,1.36,1.58
d_0,1.27,1.18,1.19,1.91,1.35,1.0,1.41,1.37,1.83,1.09,1.29,1.37,1.65,1.26,1.34,1.49
c_0,1.44,1.37,1.21,1.29,1.04,0.97,1.68,1.48,1.76,1.79,2.28,1.5,1.8,1.56,1.46,1.68
b_0,1.51,1.36,1.3,1.34,1.13,1.03,1.57,1.52,1.59,1.38,1.89,1.51,1.7,2.19,1.34,1.58
f_0,1.37,1.16,1.42,1.31,1.29,1.23,1.55,1.28,1.57,1.78,1.5,1.89,1.82,1.35,2.25,1.67
h_0,1.61,1.33,1.48,1.31,1.18,1.12,1.45,1.69,1.46,1.57,1.52,1.43,1.56,1.5,1.18,2.02
a_0,1.43,1.32,1.41,1.49,1.56,0.94,1.87,1.67,1.69,1.64,1.45,1.75,1.75,1.94,1.65,1.59
e_0,1.5,1.17,1.44,1.5,1.33,1.16,1.66,1.56,1.61,1.77,1.76,1.42,2.13,1.4,1.9,1.87
g_0,1.42,1.28,1.8,1.29,1.27,1.07,1.51,1.3,1.44,1.68,1.57,1.85,1.72,1.52,1.49,1.49
