,e_1,f_1,c_1,d_1,b_1,a_1,h_1,g_1,d_0,b_0,c_0,f_0,a_0,h_0,e_0,g_0
e_1,10840.64,6788.89,8359.85,6218.88,9759.89,32903.36,4918839.65,10365442.96,31124345.2,19003380.85,23652822.16,38810315.64,119041295.25,187969009.65,124108365.21,361958209.93
f_1,7071.71,17306.64,6871.26,7032.15,9297.12,27177.61,4255416.1,11301906.43,18052129.87,18638725.79,22433305.28,20026249.78,104588671.35,186487060.56,138987158.25,321029862.53
c_1,3442.56,5684.39,20320.74,6951.71,19956.07,30539.86,5761494.16,11991611.39,17618017.78,14110954.94,10993535.01,47366309.19,118089246.09,177247208.46,188289609.17,373286783.88
d_1,3451.79,6132.59,6044.9,22778.97,10869.78,33798.48,6376622.08,13823282.86,12832949.3,24411913.07,42324175.19,45169807.3,126659785.57,179093557.36,214852841.36,330314072.07
b_1,3858.69,5775.79,6549.12,6888.27,37393.24,62321.71,5658141.11,11087278.88,15428722.51,10575596.58,21897474.8,38468381.2,84347703.64,193689435.59,161153672.77,366193096.38
a_1,3943.17,6473.7,6993.4,8503.49,10672.84,137392.21,6964059.09,13967157.06,16423270.17,21043793.39,22092827.07,37625088.6,90748151.4,209092190.96,197549352.83,316812308.76
h_1,4167.36,9776.81,6952.12,8554.22,12623.52,27666.25,12162504.77,16905260.19,17153509.93,19637354.98,26054508.78,41050642.43,130995382.15,161520237.93,228677501.43,507102459.53
g_1,3812.89,6208.73,7560.58,12662.14,10554.83,27991.59,6127473.52,31707325.5,15107758.0,21131016.95,26396331.78,71221518.21,120593281.67,198370916.36,270290584.17,262295487.92
d_0,4017.38,7150.98,13417.65,5575.39,12988.21,31909.87,5471836.47,11038409.33,30924139.78,21329889.87,18469238.26,42146881.18,137782636.32,210350892.42,219934629.28,356513983.7
b_0,4294.53,7016.93,8248.61,9850.69,8219.8,27482.29,6517255.13,13507565.91,18544850.18,37211936.58,32442609.89,53659223.73,311853703.6,231216281.64,245263678.23,441435252.15
c_0,4850.87,7481.74,5973.69,8870.69,9292.16,34078.5,6482365.55,12636692.67,20165273.98,41950355.35,45309014.93,49627768.98,188020533.92,237991925.77,238310572.01,425536394.02
f_0,3358.44,5359.09,8097.87,8996.73,14258.36,31721.12,6467915.5,14542785.98,19181265.63,23490132.6,28127793.03,90983168.51,171693756.93,225255449.82,469590881.58,392351534.26
a_0,4124.4,8005.48,7060.75,9364.62,13771.11,20424.75,5820965.32,12568966.68,21651541.43,22227814.57,27325460.43,45754361.88,280163534.08,252169351.05,228677501.43,505258450.59
h_0,4340.47,8984.45,7291.78,9158.18,11265.88,31349.04,4380094.61,17769146.73,17523914.18,19887636.99,24991249.23,42621330.12,135542268.25,147514849.45,186065401.16,491378910.1
e_0,3081.19,8164.06,8673.98,8987.68,11177.88,26358.59,5930844.72,12824357.39,19954033.33,24836942.54,27720942.72,51217772.96,193146093.69,252248252.6,473411082.74,482639915.35
g_0,4312.01,5057.51,7592.84,12695.49,11208.01,29728.94,5598036.46,8710401.95,18582805.26,24961217.54,27334564.67,68464296.74,164661436.19,192991229.85,218586860.96,330495012.7
