,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.73,1.1,0.56,0.68,0.56,0.52,2.16,2.07,2.4,2.54,2.87,0.65,4.02,2.54,2.63,3.52
e_1,0.59,5.78,0.58,0.53,0.63,0.48,2.61,1.66,5.46,2.89,2.79,3.74,5.05,2.61,0.77,4.2
d_1,0.54,0.57,6.26,0.51,0.63,0.6,1.89,2.19,0.57,5.55,3.2,3.27,4.7,3.4,3.01,5.32
c_1,0.73,0.65,0.45,6.6,1.27,0.38,1.76,2.05,2.29,0.33,1.78,2.81,4.09,3.14,2.67,3.46
b_1,0.59,0.49,0.56,0.6,7.8,1.24,3.15,1.81,3.46,2.79,0.6,2.47,3.15,2.18,2.83,3.98
a_1,0.7,0.6,0.52,0.75,0.4,11.14,2.47,2.08,2.48,2.69,2.51,2.67,3.63,0.88,3.1,3.64
h_1,1.48,0.86,1.14,0.79,0.98,1.02,14.19,6.3,5.16,4.78,4.6,4.68,3.78,4.43,5.47,9.09
g_1,1.07,0.77,1.87,1.05,0.73,1.01,2.91,17.07,3.6,4.88,5.96,7.06,7.37,4.44,5.02,4.14
d_0,1.15,0.83,0.3,2.15,0.92,1.15,3.71,3.85,13.54,4.37,4.62,5.3,7.71,5.32,6.09,7.59
c_0,1.14,0.94,1.3,0.46,0.86,0.95,4.02,5.44,5.62,14.19,11.27,6.02,10.95,6.87,5.79,9.83
b_0,1.29,1.09,1.31,1.04,0.22,0.75,3.84,4.24,5.46,5.05,16.14,5.84,9.12,10.93,6.11,6.72
f_0,0.49,0.87,1.49,1.29,0.82,1.0,3.74,3.68,6.98,5.53,5.69,16.98,7.98,6.42,11.46,10.02
h_0,1.44,0.91,1.29,1.26,0.69,0.82,0.78,4.94,5.17,4.72,5.54,4.05,3.3,6.36,4.24,8.62
a_0,1.11,0.94,1.33,1.11,0.82,0.38,3.83,4.68,4.6,4.03,6.29,6.53,8.06,20.68,7.64,8.17
e_0,1.16,0.37,1.05,1.13,1.09,1.18,3.6,5.1,6.96,7.17,6.84,6.03,9.7,7.02,23.06,7.8
g_0,0.81,0.87,1.86,1.04,0.81,1.07,3.52,1.77,4.51,4.69,5.31,8.51,6.38,6.21,6.47,3.9
