,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,9074.69,5148.29,7657.64,10547.41,17982.02,70527.52,6407304.23,12427622.64,29619264.31,25315507.27,47468253.13,45543031.44,210126516.48,236610423.8,561043272.27,381647647.91
f_1,6647.73,10573.48,7780.98,8316.72,15782.3,75942.58,5760506.33,12297629.55,19891157.83,23249445.73,47004063.43,30653633.17,207434954.29,212937702.58,469601458.94,366769621.51
d_1,4406.59,5312.25,20146.04,7620.18,15148.08,79386.92,7646896.65,13778867.94,13601268.24,44959968.0,57972881.24,50132497.24,227848584.92,238637426.19,578653244.82,555011571.34
c_1,3844.87,4713.54,8014.13,21034.53,31545.15,82670.63,6356513.23,13268686.6,18568803.53,18430136.39,31242776.43,46325903.92,198815093.39,220443518.28,454700052.28,484561566.93
b_1,4056.58,5404.17,8180.96,7823.63,49639.14,154424.83,6359979.69,12879627.43,15457560.81,24545737.9,33302793.77,47178527.48,219569082.04,172253458.44,485467023.14,503177606.42
a_1,4385.01,5357.4,9378.53,8582.82,18082.42,325074.09,7056261.34,11521263.17,19074588.09,27439154.47,41735750.38,50532222.79,258012218.3,160984826.91,607563213.88,565664810.32
h_1,4723.21,6515.06,9796.99,8741.52,18971.96,74333.28,12162477.71,19093044.61,19468510.55,23141414.56,54597185.93,47748947.69,185663920.82,261330767.09,724608609.41,552614353.27
g_1,3904.82,4997.44,12847.14,8932.56,17513.88,84987.94,7815431.98,28841915.28,15465126.69,24858501.6,53341111.91,75276759.22,238825373.18,246279988.73,555818177.87,654907961.08
d_0,4478.2,5311.21,6634.85,15538.75,22495.74,75424.18,6804215.29,13227212.46,27224677.81,20836821.89,45154726.65,47237162.8,255476376.25,222997233.82,576913484.62,557125139.49
c_0,4948.55,5902.87,9044.72,8693.23,15748.99,89739.71,7292192.69,15308670.14,20557037.07,40091514.59,85166014.27,47338605.17,242635580.62,271646650.64,607631022.28,655464098.95
b_0,4782.57,5524.94,10116.94,10523.0,13375.15,50250.81,8246871.11,19095292.37,19979571.94,26361270.27,81325150.73,57182019.04,232860192.52,478111185.52,687857813.69,657860184.54
f_0,3860.71,4493.27,10089.42,10618.31,19649.03,83631.95,7689131.63,16230108.57,18278895.33,28480861.5,52196680.55,88098006.2,277005249.46,282182999.74,711440620.07,1098735000.87
h_0,4512.3,6911.44,9768.25,8301.06,17783.74,86138.06,5399003.73,19242869.61,16291504.98,26535106.5,52087018.3,50071116.71,170595225.83,245280486.67,794418724.99,544941316.78
a_0,4829.28,5590.31,10097.78,10544.09,18307.75,57395.15,7881491.31,14865887.37,20565172.02,28687326.53,60189031.74,58876192.34,270867226.11,494534091.09,599911571.9,565270243.87
g_0,4371.88,5328.84,13064.05,9459.92,15416.87,87066.5,6546435.42,13609909.05,16141314.05,28419723.05,56027895.63,72101790.77,224449184.63,249729501.95,539144601.93,620423416.66
e_0,3372.01,5487.03,10616.36,9926.32,20282.14,92025.98,8431120.82,16899067.97,19095525.06,27457128.6,53579419.18,53100363.34,252296757.77,257594248.36,581979952.75,1103602814.16
