,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.43,0.85,1.05,0.92,0.55,0.43,0.41,0.35,0.4,0.49,,0.32,0.25,0.31,0.23
e_1,0.7,1.0,0.93,1.05,0.8,0.79,0.44,0.54,0.59,0.42,0.39,0.38,0.37,0.32,,0.29
d_1,1.17,1.07,1.0,0.92,0.86,0.74,0.57,0.31,,0.61,0.38,0.4,0.37,0.33,0.39,0.26
c_1,0.96,0.95,1.09,1.0,1.31,0.7,0.54,0.58,0.37,,0.39,0.28,0.43,0.34,0.35,0.32
b_1,1.09,1.25,1.16,0.76,1.0,1.14,0.68,0.36,0.49,0.6,,0.38,0.35,0.33,0.38,0.37
a_1,1.83,1.26,1.36,1.42,0.88,1.0,0.67,,0.61,0.54,0.58,,0.39,,0.43,
h_1,2.33,2.26,1.75,1.85,1.46,1.49,1.0,1.02,0.88,0.93,0.84,0.79,,0.53,0.63,0.65
g_1,2.44,1.86,3.28,1.73,2.76,,0.98,1.0,0.8,0.99,0.89,1.24,0.72,,0.64,
d_0,2.82,1.7,,2.72,2.03,1.65,1.14,1.24,1.0,0.84,1.0,0.86,0.7,0.82,0.74,0.82
c_0,2.49,2.37,1.65,,1.65,1.84,1.08,1.01,1.19,1.0,1.54,0.72,1.12,0.85,0.65,0.7
b_0,2.04,2.54,2.64,2.59,,1.71,1.19,1.13,1.0,0.65,1.0,1.01,0.99,1.31,0.67,0.59
f_0,,2.67,2.52,3.52,2.64,,1.27,0.8,1.17,1.38,0.99,1.0,0.92,,0.96,0.75
h_0,3.17,2.69,2.67,2.32,2.84,2.58,,1.39,1.42,0.89,1.01,1.08,,0.78,0.81,1.11
a_0,4.05,3.09,3.0,2.97,3.06,,1.89,,1.22,1.17,0.77,,1.29,1.0,,1.02
e_0,3.26,,2.58,2.85,2.6,2.3,1.59,1.56,1.36,1.53,1.49,1.05,1.23,,1.0,0.95
g_0,4.38,3.46,3.83,3.11,2.72,,1.53,,1.23,1.43,1.7,1.34,0.9,0.98,1.05,
