,f_1,e_1,c_1,d_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,8437.15,2435.67,1464.46,1717.27,2435.42,17686.93,1773867.74,3255270.53,4058863.86,7463736.5,11878703.39,1912854.93,25463120.22,36473734.55,90040900.1,63832499.72
e_1,915.61,11713.81,1717.01,1455.49,3671.87,15703.92,1810223.78,2964546.11,8224830.41,9928693.36,11848567.22,13946458.31,23667776.7,34235830.68,88640344.18,29028725.61
c_1,858.24,1123.84,15548.9,1607.17,7953.99,14096.18,1779557.9,3106732.76,4199109.53,1832061.52,8654644.56,13896141.21,29053967.46,30120223.95,79813646.88,87495779.13
d_1,1130.4,968.43,1269.67,19877.09,3126.49,15567.06,1810435.13,3065917.58,1050912.06,16216702.07,14706173.68,14454643.85,25997005.14,40406041.8,124914270.78,82715832.71
b_1,888.84,935.98,1637.99,1657.07,44828.12,34462.31,1837511.61,3229211.77,4971474.14,7991122.2,2911346.35,10612763.42,29125497.68,22957383.56,115401916.87,85871911.15
a_1,1299.74,1365.2,1574.54,1494.62,2838.04,310139.07,1602664.96,3238822.12,5002812.12,8566126.99,9118685.64,9565596.18,30542513.43,9078427.99,66337188.93,62067949.75
h_1,2528.44,1836.96,1802.27,3890.23,5140.45,22074.1,12247059.08,5708302.0,6981319.42,12766248.22,24214438.7,20217280.3,19149761.12,58927046.49,186089161.55,156971302.93
g_1,1222.15,2007.71,2640.54,5735.83,4484.92,23919.83,2325543.03,27352343.44,6466548.63,12302697.73,25319482.7,37856203.7,42348921.35,77243033.39,57679930.39,191490606.54
d_0,1417.16,1710.8,5536.61,1263.71,5429.39,20458.79,3128083.37,5857877.83,20456741.11,13100764.88,23487714.85,31722528.95,57118243.06,85829982.71,176894167.69,216495084.83
c_0,2013.15,1785.96,1216.37,4181.98,4302.4,29930.06,2533766.16,6192583.53,8908865.52,42752225.71,56748571.33,26178786.03,48664056.07,78899227.08,235784493.52,217179473.92
b_0,1596.94,2012.13,2334.03,4695.03,1465.07,31934.7,3302945.17,7088178.98,6884878.45,12056643.77,74534348.47,28322953.26,52328536.73,136037295.9,186913737.08,241586310.04
f_0,722.75,1517.18,3176.12,4522.74,5226.36,17149.88,2934539.75,7458714.88,9794702.51,17131769.46,30330770.24,84577616.39,69227739.25,100424554.67,222191965.69,418130151.99
h_0,2112.43,1702.88,3336.75,3776.82,5245.51,20107.25,820564.67,8315985.22,6974385.79,14193334.99,28758966.1,21861199.19,17799462.68,75352330.72,198255192.88,160763332.62
a_0,1754.31,2267.53,3188.64,3270.81,4603.47,,3517101.22,6796645.23,7238409.39,11984818.38,29872156.05,32380742.82,46460756.88,287264018.78,181560886.11,192034005.8
g_0,1499.66,1387.27,2303.03,6125.9,5910.96,22616.09,2865090.77,2718808.76,5681783.37,9796264.35,35096196.4,37419820.95,48230863.38,70819824.96,77540443.59,163175191.4
e_0,1790.1,538.18,3573.78,3780.62,8096.45,25400.93,2075844.8,5679382.93,9495047.68,16330593.35,33995376.76,31771158.27,59635649.58,52306360.65,220505195.18,862474346.02
