,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.48,2.32,1.55,1.68,1.53,1.44,2.91,3.16,3.25,3.58,3.52,2.83,4.13,3.46,2.97,4.06
e_1,1.58,2.5,1.46,1.97,1.79,1.79,3.31,3.45,3.4,5.66,3.56,3.74,4.67,4.01,3.41,4.71
d_1,1.75,1.71,2.59,1.4,1.56,1.64,3.35,5.24,2.99,3.44,4.48,4.29,4.79,3.93,4.29,4.28
c_1,1.55,1.52,1.78,2.62,2.51,1.6,3.04,2.35,3.1,2.88,2.77,3.74,4.36,3.56,3.49,4.36
b_1,1.71,1.45,1.92,1.47,2.69,2.76,3.47,3.37,3.23,3.32,3.16,3.36,4.65,2.98,3.83,4.87
a_1,1.81,1.54,1.77,1.92,1.4,3.3,3.79,3.69,3.56,3.72,4.22,3.8,4.68,3.56,3.65,4.97
h_1,2.03,1.72,1.83,1.61,1.63,1.51,4.34,3.51,4.12,4.03,4.11,4.0,4.07,3.62,3.81,5.75
c_0,1.88,1.79,1.68,1.86,1.5,1.53,3.33,4.61,3.13,3.93,6.03,3.92,4.86,4.88,4.15,4.47
g_1,1.64,1.56,2.29,1.74,1.67,1.65,3.08,3.97,4.81,3.65,3.59,5.18,4.59,4.13,4.28,4.29
d_0,1.82,1.51,1.31,2.64,1.79,1.72,2.9,2.91,3.28,4.54,3.61,3.62,4.62,4.38,3.42,4.47
b_0,1.87,1.71,1.74,1.98,1.67,1.21,2.88,3.42,3.79,4.3,4.83,3.76,5.12,6.66,4.38,5.19
f_0,1.59,1.54,1.77,1.87,2.02,1.81,3.34,3.64,3.24,3.69,4.23,4.85,5.14,4.48,6.35,4.01
h_0,2.05,1.62,1.8,1.82,1.67,1.62,2.85,3.68,3.92,3.77,3.89,3.56,4.2,3.83,3.77,5.78
a_0,1.9,1.62,1.72,1.87,2.06,1.37,3.86,3.44,3.52,3.88,3.54,3.9,4.87,5.44,3.71,4.92
e_0,1.87,1.51,1.66,1.86,1.93,1.75,3.54,3.36,3.42,4.08,3.82,3.29,4.88,4.24,5.65,5.3
g_0,1.6,1.5,2.26,1.8,1.72,1.55,3.15,3.79,3.23,3.62,3.56,5.19,3.97,3.72,4.11,4.44
