,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,0.88,0.1,0.07,0.07,0.05,0.04,0.09,0.06,0.16,0.02,0.08,0.07,0.05,0.07,0.06,0.07
f_1,0.09,0.88,0.16,0.08,0.07,0.05,0.07,0.06,0.06,0.06,0.06,0.01,0.04,0.09,0.03,0.05
e_1,0.07,0.1,0.87,0.1,0.07,0.03,0.09,0.06,0.08,0.16,0.07,0.07,0.05,0.05,0.02,0.05
c_1,0.08,0.07,0.07,0.88,0.14,0.04,0.09,0.05,0.01,0.07,0.07,0.07,0.05,0.08,0.05,0.07
b_1,0.08,0.09,0.08,0.09,0.87,0.09,0.06,0.07,0.06,0.08,0.01,0.07,0.04,0.08,0.05,0.07
a_1,0.1,0.1,0.07,0.08,0.07,0.87,0.08,0.07,0.1,0.06,0.05,0.06,0.01,0.09,0.04,0.05
h_1,0.2,0.2,0.12,0.11,0.11,0.07,0.53,0.15,0.13,0.12,0.13,0.13,0.1,0.05,0.1,0.14
g_1,0.26,0.12,0.15,0.12,0.12,0.06,0.1,0.53,0.11,0.09,0.11,0.16,0.08,0.1,0.11,0.03
c_0,0.16,0.2,0.14,0.06,0.12,0.07,0.16,0.13,0.38,0.14,0.23,0.15,0.11,0.13,0.09,0.14
d_0,0.05,0.16,0.14,0.32,0.09,0.1,0.11,0.09,0.11,0.37,0.11,0.13,0.07,0.13,0.1,0.13
b_0,0.16,0.19,0.11,0.15,0.05,0.07,0.17,0.11,0.14,0.18,0.4,0.18,0.18,0.16,0.11,0.14
f_0,0.21,0.06,0.14,0.14,0.15,0.08,0.13,0.12,0.17,0.13,0.13,0.37,0.1,0.14,0.15,0.13
a_0,0.14,0.21,0.14,0.15,0.14,,0.14,0.12,0.12,0.15,0.11,0.15,0.36,0.17,0.08,0.12
h_0,0.18,0.21,0.15,0.12,0.13,0.07,0.05,0.15,0.15,0.14,0.11,0.1,0.09,0.05,0.08,0.14
e_0,0.17,0.23,0.06,0.13,0.11,0.08,0.19,0.11,0.14,0.14,0.12,0.14,0.15,0.14,0.35,0.15
g_0,0.22,0.14,0.14,0.17,0.1,0.07,0.14,0.03,0.16,0.13,0.11,0.16,0.09,0.14,0.08,0.07
