,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.3,1.74,0.92,1.07,0.9,0.67,1.8,2.35,1.89,1.74,2.01,1.36,2.66,1.8,1.3,2.01
e_1,1.27,2.36,0.9,1.18,0.99,0.87,2.0,3.64,1.84,1.66,2.27,1.88,2.95,1.72,1.57,2.27
d_1,1.16,1.11,2.53,0.87,0.92,0.8,1.93,1.73,3.98,1.85,2.54,2.14,2.77,2.18,1.99,2.73
c_1,1.07,0.98,0.99,2.52,1.76,0.95,1.74,1.92,1.48,1.32,1.43,1.92,2.56,1.68,1.88,2.27
b_1,1.02,1.02,1.03,1.16,2.59,1.53,1.95,2.13,1.89,1.67,1.65,2.02,2.78,1.34,1.78,2.65
a_1,1.19,1.08,1.25,1.08,0.95,3.11,2.17,2.17,2.13,1.94,1.95,1.94,2.76,1.42,1.88,2.33
h_1,1.54,1.13,1.24,1.21,0.91,0.71,3.49,2.19,2.0,2.37,2.18,1.96,2.07,2.24,1.93,2.98
d_0,1.24,1.01,0.78,1.88,1.2,0.87,2.11,3.16,1.58,1.96,1.93,2.19,3.01,1.97,1.86,2.34
c_0,1.29,1.31,1.19,1.13,0.84,0.9,2.15,2.21,3.42,1.93,4.06,1.98,3.02,2.87,2.07,2.83
g_1,1.15,1.11,1.69,1.17,1.02,0.78,1.99,2.05,2.27,3.85,2.3,3.1,2.99,1.73,1.96,2.15
b_0,1.35,1.1,1.26,1.28,0.75,0.91,2.09,2.48,2.29,1.98,3.61,1.81,3.24,3.84,1.83,2.4
f_0,1.02,0.86,1.36,1.2,1.14,0.99,2.62,2.05,2.58,2.07,2.54,3.79,3.04,2.49,4.19,3.02
h_0,1.46,1.17,1.18,1.11,1.03,0.97,1.6,2.16,1.96,2.38,2.33,2.11,2.28,1.66,1.74,3.07
a_0,1.32,1.19,1.19,1.16,1.06,0.64,2.22,2.18,2.23,2.19,2.66,2.06,3.39,3.61,1.7,2.69
e_0,1.31,0.88,1.25,1.21,1.2,1.01,2.29,1.83,2.37,2.04,2.4,1.71,3.37,2.26,3.63,3.22
g_0,1.16,0.92,1.78,1.09,0.93,0.94,2.22,1.79,2.5,1.58,2.53,3.12,2.75,2.13,2.51,2.57
