,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,9494.79,5368.76,9826.21,10849.38,16815.77,64743.54,6528774.68,12600438.56,19853466.73,31689967.65,43574738.36,45915325.52,133522070.3,149146058.83,156199345.67,337931337.86
d_1,4893.49,13135.49,6076.32,9431.47,17861.75,65081.84,8235141.27,14184341.28,36895818.41,18846015.99,60631402.68,72874086.26,133464567.81,180712269.29,245348372.01,433684661.34
e_1,4902.07,4882.79,14386.65,13357.56,18285.12,64026.07,8006079.38,13778609.6,19692385.59,49866004.76,45762833.83,65070068.97,140832278.71,176382332.6,180691812.82,435723388.8
c_1,4160.78,5563.75,5971.73,27527.05,30990.46,73675.26,6968981.17,12585615.21,13997004.47,29143901.76,35192834.16,70269049.13,138258352.4,163058415.41,228814073.76,422123719.49
b_1,4430.02,6575.06,5882.04,11413.38,49432.91,129244.28,7442749.59,12721392.12,19637937.3,28573739.61,31120613.42,67258917.24,143733856.31,129015814.57,224392271.37,420318199.75
a_1,5180.89,6867.21,6102.15,11864.24,17818.21,254930.84,7515583.47,15179232.02,20173130.35,24091219.93,48661696.62,68405312.99,164026129.36,113160758.24,246581416.98,430166078.19
h_1,6106.01,6904.66,6195.93,12321.75,17811.99,58200.9,14139954.72,19313395.92,22009741.64,27693250.43,42678840.45,76536038.62,124474285.3,160195792.22,240791411.85,553956629.54
g_1,4498.09,9191.94,6089.8,12347.22,19469.52,59715.56,8807466.95,29193344.69,22050691.33,24755887.17,48651850.06,101012605.79,141141464.0,211575355.34,263332979.38,412331285.38
c_0,5607.14,6736.92,7059.89,9636.85,15368.64,78879.95,9652060.2,15403962.15,34194812.87,28280997.31,85641156.97,71066168.1,161946548.19,228351305.86,256866943.55,482343991.01
d_0,4981.88,4510.02,6498.14,20648.2,21886.86,64448.81,7572885.27,14573861.98,13066465.92,46438941.01,39542510.29,77069007.81,138425319.79,184181394.62,241958808.87,407754544.23
b_0,5220.74,6333.33,7302.14,12257.67,16113.71,67241.97,8804732.02,16772107.73,24801907.71,32701472.91,74011217.84,81101891.32,154464780.63,347321119.42,249895172.41,497550194.76
f_0,4228.22,7019.02,5807.0,13763.52,19373.55,69441.05,9672403.76,15996391.4,23627255.46,26221160.89,51542261.05,128800850.5,171188329.71,181770036.85,453012301.64,540606684.51
h_0,6219.25,6641.62,7003.82,12146.11,19703.82,69545.24,6718406.32,18899421.75,19636334.6,28220308.48,47729337.32,67679404.51,122078830.69,183582689.33,239373068.81,574597619.83
a_0,5326.14,6385.23,6795.72,11635.81,18594.86,59313.29,9363131.76,15684808.69,23854358.51,28693858.59,48636325.55,76736259.13,178970248.51,332048356.28,264070664.98,514510245.05
e_0,5057.46,6530.8,4748.67,13381.57,20256.49,76227.68,9097105.22,15291816.44,23923981.28,29471776.15,47788164.28,77421942.51,148753648.61,166167639.73,491889523.76,502280515.88
g_0,4951.48,9068.97,5142.51,10258.85,20483.46,71498.46,8343380.33,12462080.8,24965982.55,20913678.69,50078318.64,108121802.96,140067538.12,186382425.33,292754344.43,369247994.26
