,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,5.96,1.61,1.9,1.16,1.45,1.3,4.87,12.9,6.91,4.96,8.12,8.27,8.54,11.44,4.59,11.48
f_1,2.71,6.19,1.5,1.16,1.33,1.45,4.91,7.38,7.1,4.56,7.04,2.97,7.16,10.63,4.69,9.23
c_1,1.42,1.44,6.45,1.54,2.82,1.17,5.51,6.19,2.8,6.08,5.74,6.71,6.7,9.5,8.5,9.63
d_1,1.26,1.97,1.21,6.73,1.47,1.36,6.43,3.27,13.14,6.34,7.44,7.4,7.04,10.66,6.71,10.1
b_1,1.46,1.36,1.6,1.57,7.27,3.06,6.33,7.54,6.55,4.44,3.15,6.61,5.8,9.25,6.53,11.85
a_1,1.39,1.66,1.54,1.77,1.42,10.9,6.16,5.38,7.26,5.11,7.24,8.37,3.77,13.48,9.96,11.91
h_1,1.66,2.26,1.54,2.4,1.73,2.0,16.25,7.14,8.5,9.44,9.03,7.84,8.32,8.89,10.48,19.44
d_0,1.79,1.81,3.72,1.01,1.8,1.71,5.69,15.26,6.52,6.01,9.29,8.07,9.48,14.68,10.29,11.21
c_0,1.74,1.94,1.27,2.16,1.61,2.03,6.96,8.64,15.8,7.75,17.84,10.16,11.0,13.97,11.15,15.38
g_1,1.56,1.59,1.8,3.21,1.68,1.54,6.89,6.6,9.43,20.37,9.47,13.59,8.74,13.99,9.9,8.4
b_0,1.82,1.87,1.79,2.34,1.06,2.06,7.2,8.0,8.5,8.62,18.2,8.27,20.92,12.79,10.53,14.69
f_0,1.45,1.09,2.02,2.19,1.91,1.65,7.54,9.86,10.29,6.76,12.66,20.57,10.53,13.47,22.85,13.99
a_0,2.06,2.03,2.29,1.74,1.79,0.68,7.57,10.19,9.65,8.57,9.83,9.4,23.9,14.39,9.46,15.42
h_0,1.69,2.5,2.12,2.07,1.49,2.04,3.92,8.27,7.41,9.07,10.49,9.12,8.46,9.85,10.23,17.29
e_0,0.86,1.77,2.62,2.19,2.32,2.08,6.29,9.42,7.02,7.27,9.33,9.39,10.13,18.38,28.24,14.38
g_0,1.6,1.47,1.81,3.27,1.67,1.88,6.95,7.64,9.53,4.75,10.04,11.86,8.51,15.11,9.59,9.37
