,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.9,0.24,0.15,0.25,0.2,0.13,0.2,0.14,0.38,0.18,0.17,0.15,0.2,0.12,0.06,0.15
f_1,0.4,0.9,0.18,0.2,0.18,0.09,0.17,0.12,0.2,0.18,0.19,0.08,0.2,0.11,0.08,0.16
d_1,0.25,0.26,0.9,0.13,0.14,0.11,0.22,0.16,0.09,0.4,0.21,0.19,0.2,0.16,0.13,0.14
c_1,0.22,0.22,0.2,0.89,0.34,0.09,0.2,0.14,0.17,0.06,0.14,0.17,0.17,0.11,0.13,0.14
b_1,0.21,0.21,0.24,0.23,0.88,0.23,0.17,0.17,0.18,0.15,0.07,0.16,0.18,0.09,0.12,0.14
a_1,0.23,0.27,0.23,0.2,0.16,0.88,0.22,0.15,0.18,0.2,0.17,0.2,0.21,0.06,0.11,0.17
h_1,0.24,0.38,0.27,0.24,0.21,0.15,0.58,0.26,0.17,0.21,0.21,0.18,0.15,0.15,0.13,0.25
g_1,0.24,0.26,0.41,0.24,0.16,0.13,0.24,0.58,0.19,0.23,0.21,0.32,0.22,0.14,0.18,0.14
d_0,0.26,0.29,0.13,0.47,0.26,0.12,0.26,0.21,0.44,0.17,0.2,0.2,0.23,0.15,0.13,0.18
c_0,0.29,0.34,0.28,0.18,0.18,0.12,0.28,0.2,0.23,0.44,0.41,0.2,0.26,0.21,0.18,0.2
b_0,0.32,0.32,0.28,0.25,0.12,0.12,0.26,0.22,0.24,0.23,0.44,0.17,0.25,0.36,0.14,0.21
f_0,0.23,0.21,0.36,0.24,0.22,0.15,0.26,0.21,0.23,0.26,0.24,0.45,0.27,0.15,0.31,0.21
h_0,0.28,0.41,0.25,0.25,0.24,0.1,0.15,0.26,0.26,0.24,0.19,0.19,0.14,0.12,0.14,0.28
a_0,0.32,0.32,0.3,0.22,0.2,0.1,0.23,0.22,0.2,0.28,0.21,0.17,0.28,0.43,0.17,0.21
e_0,0.17,0.35,0.23,0.24,0.25,0.15,0.32,0.2,0.24,0.27,0.27,0.17,0.3,0.16,0.38,0.2
g_0,0.3,0.25,0.38,0.25,0.2,0.13,0.25,0.16,0.21,0.2,0.21,0.28,0.23,0.18,0.16,0.13
