,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.94,0.4,0.37,0.44,0.37,0.26,0.32,0.27,0.46,0.24,0.26,0.23,0.26,0.21,0.14,0.17
f_1,0.69,0.94,0.4,0.36,0.33,0.2,0.26,0.23,0.25,0.21,0.14,0.22,0.2,0.15,0.14,0.22
d_1,0.49,0.45,0.94,0.31,0.37,0.29,0.27,0.25,0.19,0.44,0.26,0.26,0.26,0.18,0.2,0.18
c_1,0.41,0.51,0.45,0.94,0.58,0.22,0.28,0.24,0.23,0.14,0.23,0.19,0.26,0.21,0.21,0.21
b_1,0.45,0.51,0.39,0.37,0.94,0.46,0.35,0.3,0.28,0.31,0.27,0.17,0.25,0.2,0.18,0.23
a_1,0.48,0.64,0.49,0.56,0.36,0.94,0.4,0.24,0.3,0.3,0.28,0.3,0.26,0.15,0.18,0.29
h_1,0.66,0.85,0.7,0.61,0.5,0.37,0.75,0.52,0.38,0.38,0.38,0.35,0.27,0.27,0.3,0.39
g_1,0.67,0.7,0.96,0.58,0.51,0.46,0.44,0.75,0.39,0.4,0.59,0.39,0.36,0.36,0.39,0.24
d_0,0.57,0.72,0.57,1.08,0.64,0.46,0.52,0.41,0.63,0.37,0.42,0.4,0.38,0.34,0.32,0.39
c_0,0.83,0.8,0.63,0.49,0.53,0.44,0.51,0.42,0.49,0.66,0.48,0.75,0.44,0.38,0.31,0.43
f_0,0.66,0.61,0.82,0.8,0.62,0.48,0.57,0.41,0.46,0.45,0.65,0.48,0.44,0.4,0.55,0.41
b_0,0.86,0.8,0.82,0.76,0.49,0.37,0.49,0.43,0.46,0.32,0.44,0.65,0.5,0.62,0.38,0.43
h_0,0.77,1.14,0.78,0.76,0.65,0.43,0.4,0.56,0.53,0.42,0.42,0.39,0.36,0.34,0.35,0.49
a_0,0.75,0.96,0.95,0.73,0.66,0.43,0.63,0.46,0.5,0.43,0.44,0.37,0.55,0.62,0.4,0.4
e_0,0.63,1.08,0.83,0.77,0.74,0.5,0.61,0.42,0.53,0.58,0.4,0.48,0.47,0.43,0.61,0.45
g_0,0.87,0.77,1.29,0.86,0.64,0.42,0.56,0.4,0.45,0.49,0.51,0.46,0.42,0.4,0.33,0.32
