,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.23,0.93,0.45,0.41,0.34,0.29,0.92,0.66,0.96,0.94,1.03,0.39,1.22,0.9,0.64,1.04
e_1,0.57,2.27,0.37,0.57,0.48,0.32,0.75,0.72,2.06,1.07,1.07,1.08,1.3,0.82,0.44,1.13
d_1,0.54,0.44,2.4,0.39,0.42,0.33,1.14,0.88,0.44,1.72,1.09,1.04,1.4,0.92,0.85,1.16
c_1,0.51,0.41,0.52,2.5,0.88,0.26,0.94,0.79,0.89,0.25,0.77,0.97,1.31,0.82,0.79,0.93
b_1,0.5,0.49,0.47,0.48,2.59,0.83,0.78,0.74,0.78,0.88,0.3,0.82,0.97,0.43,0.75,0.92
a_1,0.51,0.55,0.54,0.48,0.42,3.1,0.94,0.59,0.99,1.15,0.9,0.74,1.43,0.23,0.97,1.3
h_1,0.98,0.43,0.64,0.49,0.53,0.41,2.89,1.35,0.87,1.14,1.32,0.92,0.7,0.9,0.92,1.81
g_1,0.53,0.58,0.98,0.55,0.41,0.49,0.95,3.26,0.8,1.08,0.95,1.69,1.38,0.82,1.22,0.86
d_0,0.64,0.64,0.3,1.18,0.49,0.38,1.07,0.87,2.54,0.84,1.24,1.06,1.48,1.05,0.8,1.37
c_0,0.7,0.58,0.69,0.32,0.43,0.45,1.26,1.0,1.42,2.52,2.51,1.46,1.52,1.26,1.11,1.65
b_0,0.8,0.59,0.71,0.56,0.17,0.37,1.16,1.18,1.2,1.39,2.64,1.25,1.57,2.13,0.96,1.36
f_0,0.32,0.46,0.71,0.69,0.53,0.55,1.45,1.27,1.44,1.33,1.37,2.94,1.7,1.16,2.37,1.53
h_0,0.88,0.54,0.66,0.69,0.47,0.41,0.69,1.53,1.18,1.2,1.1,1.08,1.02,1.04,1.06,1.74
a_0,0.73,0.6,0.65,0.62,0.5,0.23,1.04,1.35,1.25,1.16,1.17,1.09,1.74,3.12,0.84,1.17
e_0,0.79,0.35,0.58,0.62,0.44,0.54,1.22,1.38,1.32,1.57,1.52,1.51,1.94,0.93,3.13,1.45
g_0,0.53,0.44,1.05,0.63,0.53,0.37,0.97,0.92,1.03,1.19,1.23,1.79,1.7,0.91,0.9,1.03
