,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.45,1.48,1.29,1.75,1.45,1.38,2.88,4.92,3.04,2.92,3.42,3.4,3.79,3.41,3.11,4.21
f_1,2.07,2.47,1.33,1.53,1.35,1.47,2.25,3.18,2.81,2.91,3.08,2.41,3.63,2.88,2.54,3.79
d_1,1.44,1.62,2.58,1.25,1.54,1.5,2.85,2.48,2.83,4.98,3.62,3.38,4.37,3.61,3.73,3.63
c_1,1.32,1.36,1.64,2.58,2.19,1.38,2.92,2.6,2.84,2.41,2.69,3.29,4.3,3.25,3.53,3.57
b_1,1.41,1.45,1.53,1.41,2.76,2.42,2.86,3.06,2.52,3.29,2.79,3.02,3.62,2.77,3.39,4.19
a_1,1.44,1.57,1.71,1.5,1.29,3.29,3.27,3.57,3.02,3.21,3.96,3.57,4.23,2.8,3.32,4.3
h_1,1.55,2.13,1.62,1.44,1.32,1.42,4.22,3.23,3.42,2.88,3.58,3.02,3.94,3.65,3.0,4.72
d_0,1.42,1.63,1.28,2.45,1.51,1.44,3.15,4.13,2.91,2.54,3.31,3.47,4.06,3.02,3.28,4.3
g_1,1.38,1.44,2.1,1.51,1.69,1.42,2.9,3.13,4.64,3.09,3.11,4.81,3.86,3.69,3.68,3.77
c_0,1.63,1.82,1.52,1.35,1.28,1.47,3.39,3.51,2.94,4.52,5.6,3.81,4.06,4.04,4.27,4.28
b_0,1.55,1.82,1.53,1.76,1.17,1.32,3.1,3.43,3.28,2.78,4.45,3.31,4.46,6.17,3.61,4.06
f_0,1.39,1.55,1.8,1.51,1.51,1.46,3.62,3.34,2.79,3.13,3.9,4.77,4.09,4.17,6.3,4.13
h_0,1.41,1.89,1.66,1.48,1.59,1.45,2.65,3.1,3.75,3.44,3.67,3.68,3.68,3.42,3.57,5.02
a_0,1.47,1.73,1.65,1.55,1.45,1.43,3.37,3.43,3.68,3.38,3.12,3.4,4.61,5.36,3.96,4.62
e_0,1.22,1.96,1.58,1.68,1.6,1.5,3.7,3.41,2.83,3.1,3.71,3.11,5.07,3.73,5.33,4.48
g_0,1.35,1.3,2.12,1.7,1.51,1.54,3.08,2.89,2.55,3.17,3.96,4.78,4.05,3.29,3.91,4.08
