,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.14,6.16,12.82,11.89,10.96,11.52,4.03,2.14,2.04,3.07,2.3,2.51,2.09,1.85,8.34,1.77
f_1,12.27,1.14,10.56,11.19,11.04,12.03,2.2,2.17,2.34,3.99,2.32,6.7,2.07,1.19,1.8,1.53
c_1,9.79,14.72,1.14,15.51,9.62,10.45,3.79,1.51,10.11,3.14,2.56,2.68,2.2,1.73,2.9,1.92
d_1,15.77,13.24,10.29,1.14,11.04,13.47,3.31,12.96,2.05,2.14,2.47,2.91,2.36,1.73,2.01,1.03
b_1,12.96,16.27,6.85,12.72,1.15,14.72,3.75,2.81,3.12,3.99,8.36,2.64,3.31,1.78,2.95,1.98
a_1,19.28,18.38,26.14,22.62,13.34,1.15,6.56,4.46,4.79,6.85,4.35,4.46,13.47,3.12,5.1,3.24
h_1,24.61,30.06,34.31,23.1,27.65,22.51,1.9,7.87,6.37,10.34,5.88,5.78,5.39,15.23,4.82,4.52
d_0,16.41,32.84,43.92,83.51,36.11,25.51,9.93,2.52,7.16,13.26,8.36,5.78,5.53,4.55,5.9,6.88
c_0,37.17,33.78,149.73,18.94,39.35,34.78,9.58,7.69,2.62,12.2,6.45,6.06,4.99,4.6,5.52,4.52
g_1,51.31,47.93,38.75,29.08,41.47,37.51,6.41,8.64,6.64,1.89,6.08,5.99,6.73,3.81,5.9,22.0
b_0,45.54,38.55,52.29,30.73,161.53,36.79,9.69,10.94,4.11,10.89,2.58,5.85,8.98,5.42,7.6,5.41
f_0,31.68,136.42,45.75,44.01,46.5,43.48,13.13,9.72,7.24,8.47,8.11,2.6,8.24,6.83,9.0,4.07
a_0,51.31,59.12,59.89,47.2,76.72,106.28,17.7,12.96,8.85,15.25,5.14,8.93,2.97,10.7,13.15,8.46
h_0,53.57,66.92,59.89,45.24,59.02,63.77,33.92,10.77,11.38,16.49,11.38,8.48,12.62,15.84,9.0,10.0
e_0,121.43,65.69,70.09,47.9,76.72,56.26,16.61,14.29,13.85,17.94,18.45,6.44,15.54,7.76,2.85,11.79
g_0,61.75,58.15,82.35,70.8,68.2,45.55,18.5,18.42,17.22,,12.74,13.05,18.36,7.07,12.21,27.5
