,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.0,1.35,1.0,0.99,0.78,0.72,0.42,0.38,0.46,0.4,0.37,,0.31,0.24,0.29,0.23
e_1,0.74,1.0,0.93,0.95,0.64,0.55,0.5,0.47,0.45,0.54,0.45,0.46,0.35,0.35,0.28,
d_1,1.0,1.07,1.0,0.83,0.75,0.75,0.53,0.38,0.64,,0.39,0.4,0.43,0.26,0.26,0.34
c_1,1.01,1.05,1.21,1.0,1.16,0.72,0.6,0.49,,0.33,0.39,0.43,0.37,0.42,0.33,0.31
b_1,1.28,1.57,1.33,0.86,1.0,0.99,0.45,0.62,0.44,0.46,,0.4,0.48,0.44,0.46,0.29
a_1,1.39,1.83,1.34,1.38,1.01,1.0,0.83,,0.5,0.55,0.61,0.51,0.62,,0.38,
h_1,2.41,2.02,1.9,1.67,2.23,1.2,1.0,1.01,0.69,0.9,0.7,0.73,,0.6,0.86,0.63
g_1,2.65,2.13,2.63,2.05,1.62,,0.99,1.0,0.89,1.11,0.89,1.08,0.67,0.7,,0.74
c_0,2.18,2.25,1.56,,2.28,2.0,1.44,1.12,1.0,0.75,1.62,0.87,0.85,0.81,0.65,0.7
d_0,2.48,1.86,,3.03,2.18,1.82,1.11,0.9,1.34,1.0,0.83,0.92,0.83,0.59,0.8,0.67
b_0,2.69,2.22,2.59,2.59,,1.65,1.43,1.13,0.62,1.2,1.0,0.86,0.78,1.23,0.8,0.71
f_0,,2.15,2.5,2.32,2.52,1.96,1.36,0.92,1.14,1.09,1.16,1.0,0.79,0.96,0.54,1.26
h_0,3.22,2.89,2.35,2.68,2.09,1.61,,1.5,1.18,1.21,1.29,1.26,,1.02,1.1,0.79
a_0,4.1,2.85,3.92,2.36,2.27,,1.66,1.43,1.23,1.69,0.81,1.04,0.98,1.0,0.86,0.92
g_0,3.4,3.52,3.84,3.03,2.16,2.66,1.16,,1.55,1.25,1.25,1.85,0.91,1.16,,
e_0,4.27,,2.91,3.25,3.43,,1.6,1.36,1.42,1.49,1.41,0.8,1.26,1.08,,1.0
