,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.52,0.75,0.71,0.88,0.68,0.58,0.86,1.48,0.87,0.83,0.82,0.84,0.98,0.66,0.91,0.46
f_1,1.12,1.54,0.69,0.69,0.69,0.53,0.77,0.87,0.89,0.85,0.88,0.56,0.81,0.75,0.91,0.65
d_1,0.79,0.89,1.54,0.73,0.59,0.6,0.9,0.6,1.34,0.63,1.02,0.85,0.86,0.77,0.77,0.7
c_1,0.7,0.8,0.68,1.56,1.16,0.61,0.78,0.81,0.52,0.75,0.62,0.78,0.95,0.59,0.83,0.79
b_1,0.76,0.7,0.87,0.65,1.6,1.09,0.87,0.84,0.9,0.79,0.61,0.79,0.91,0.73,0.87,0.76
a_1,0.77,0.81,0.89,0.88,0.62,1.75,1.07,0.93,0.98,0.87,1.11,0.94,1.1,0.76,0.96,0.85
h_1,0.86,1.29,1.14,0.94,0.88,0.68,1.76,1.17,1.18,1.38,1.06,0.93,0.82,0.94,1.41,0.93
d_0,0.83,1.08,0.83,1.59,1.07,0.76,1.17,1.62,0.9,1.21,1.1,1.08,1.31,0.8,1.22,1.0
c_0,0.98,1.08,1.0,0.86,0.88,0.84,1.27,1.3,1.65,1.18,1.97,1.19,1.17,1.31,1.24,1.03
g_1,1.07,0.98,1.37,0.94,0.88,0.67,1.0,1.11,1.15,1.83,1.14,1.6,1.02,0.86,0.94,1.08
b_0,1.1,1.09,0.99,1.15,0.79,0.61,1.23,1.19,1.11,1.23,1.71,1.18,1.58,1.88,1.18,1.1
f_0,0.94,0.99,1.12,1.09,1.13,0.93,1.51,1.19,1.13,0.98,1.34,1.76,1.37,1.15,1.21,1.8
h_0,1.07,1.44,1.17,1.01,1.01,0.75,1.03,1.23,1.31,1.51,1.06,1.15,1.13,1.06,1.57,0.9
a_0,1.24,1.01,1.12,1.18,1.08,0.6,1.44,1.33,1.23,1.34,1.16,1.1,1.49,1.83,1.4,0.96
g_0,1.07,0.98,1.72,1.08,1.02,0.66,1.11,1.17,1.29,0.88,1.34,1.68,1.15,0.95,1.06,1.0
e_0,0.87,1.27,1.27,1.02,1.02,1.0,1.57,1.15,1.36,1.25,1.33,1.11,1.69,1.19,1.57,1.75
