,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,12369.81,3494.82,3930.79,3733.05,5758.43,38697.64,3657638.06,7614219.92,22411544.29,7261342.03,27455527.23,27830920.0,96832291.5,121213478.76,137720299.04,228898244.54
f_1,3009.04,12409.8,7455.11,4578.38,6306.49,42242.73,2598211.55,7168367.78,8641695.03,13083270.58,21309834.48,10932460.16,77339062.53,130714443.99,70262942.78,155123619.25
e_1,2641.29,3372.23,17501.24,6343.65,6942.71,37023.45,3322604.57,6706399.16,11563369.73,29839527.14,25579789.57,26795944.37,81593434.83,104928162.2,62403679.04,196716105.87
c_1,2861.96,2812.68,3518.72,20967.27,14270.14,34720.24,3408601.61,6820064.27,4964406.57,14268976.32,22802582.96,24921915.88,83142078.68,131296044.27,110187943.87,184604621.72
b_1,2888.58,3405.64,3807.13,4945.05,34693.82,78661.31,2645984.87,7485831.73,8302887.31,15881390.55,10493713.31,25416466.6,69881853.32,136656946.76,114065764.65,206047484.22
a_1,3817.54,3428.59,3581.32,5126.33,6937.16,302232.04,2966514.25,8897526.24,12159399.58,13006474.43,20875407.54,25429614.94,31093880.35,146398526.25,101811100.5,161741402.14
h_1,4160.55,4849.77,4557.58,5343.95,8390.86,42865.94,9662849.5,11891679.52,12176726.83,14744767.1,32522835.56,32457896.77,98056893.42,94669026.29,174367524.74,325452024.49
g_1,5731.2,2958.84,5439.05,5265.97,7920.72,42696.32,3706349.3,26746046.1,14327601.66,13818720.7,32456517.14,49099037.04,96062661.62,123663101.3,167253125.0,115714683.59
c_0,4129.59,4287.56,5277.56,3732.47,7193.35,54101.63,4596793.97,10171481.41,25760542.1,20772208.06,57531728.24,33079942.52,149372775.59,144317671.2,154918207.03,244278878.31
d_0,1924.15,3417.75,4763.67,12485.35,8168.17,47727.41,3808549.94,8032204.55,10224831.13,37644050.21,29663719.84,33885270.06,91743970.45,154063288.01,134378431.34,266422085.93
b_0,3573.59,4591.11,4911.6,6589.51,5234.94,37460.64,4436244.18,9824032.58,14991193.11,21651171.35,66412891.49,41404837.79,213571221.43,170100496.44,183128755.85,330658241.03
f_0,4717.09,2390.92,4601.79,6352.32,9366.78,50190.15,4447072.62,9156349.35,15023803.25,17447377.58,32989602.32,65226312.23,113044892.3,156135786.17,278813177.88,270394388.95
a_0,3747.95,4314.76,4753.98,6768.04,8890.8,28293.51,4176774.41,9138087.78,13588521.25,18509108.55,27690547.84,37645688.89,267264247.68,190481398.32,161742407.23,286996444.31
h_0,4156.0,5465.19,5480.32,5131.08,8438.27,38372.14,2504306.64,12892152.9,15685275.24,19935600.04,27410625.24,25399796.61,107798660.41,83437107.92,139923893.5,270077594.78
e_0,4044.91,4436.89,3102.25,5658.33,8195.73,52522.98,5011039.93,10982496.54,14096055.87,17694011.73,29252165.95,33689187.6,159027192.37,171235964.87,367385588.89,272558084.99
g_0,5590.11,3367.26,4355.74,6561.98,7061.16,48947.5,4371310.86,6252959.89,15370622.4,16259222.14,27406833.22,47496231.69,98386634.97,132174514.85,167917167.89,215319346.39
