,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.44,0.91,1.92,2.23,1.83,1.59,0.51,0.65,0.33,0.33,0.37,0.38,0.28,0.33,0.78,0.27
f_1,1.45,0.43,1.46,1.87,1.93,1.63,0.36,0.57,0.37,0.35,0.35,0.62,0.17,0.37,0.33,0.28
d_1,2.41,2.07,0.41,1.5,1.57,1.72,0.49,0.31,0.79,0.33,0.31,0.3,0.3,0.32,0.32,0.16
c_1,1.39,2.09,2.15,0.42,1.93,1.4,0.49,0.5,0.19,0.57,0.34,0.31,0.27,0.31,0.29,0.27
b_1,2.19,2.08,1.78,0.99,0.39,2.26,0.49,0.59,0.55,0.56,1.43,0.44,0.34,0.41,0.45,0.33
a_1,2.27,2.79,2.38,2.51,1.07,0.33,0.89,0.78,0.54,0.54,0.78,0.61,0.33,1.1,0.47,0.3
h_1,2.96,3.09,3.19,2.77,3.14,2.46,0.31,1.02,0.64,0.55,0.54,0.65,0.59,0.57,0.55,0.42
g_1,2.99,3.31,3.05,3.23,3.33,2.75,0.65,0.3,0.65,0.64,0.58,0.63,0.33,0.59,0.65,0.53
d_0,1.71,2.88,5.48,3.44,3.56,3.37,0.96,1.21,0.4,0.67,0.7,0.75,0.54,0.7,0.66,0.52
c_0,3.79,3.02,1.76,6.99,3.39,3.92,0.97,0.81,0.96,0.36,0.68,0.73,0.49,0.8,0.69,0.45
b_0,3.02,3.42,2.79,5.02,6.22,3.37,0.87,1.05,0.64,0.41,0.34,0.61,0.47,0.75,0.55,0.44
f_0,3.18,7.68,3.81,3.65,2.94,2.93,1.1,0.55,0.82,0.65,0.63,0.34,0.47,0.66,0.69,0.32
h_0,3.31,4.23,3.38,4.29,4.05,3.38,1.79,1.09,0.74,0.71,0.68,0.69,0.8,0.79,0.81,0.44
a_0,4.12,3.69,3.95,3.93,5.28,7.94,1.12,1.13,0.94,0.78,0.41,0.79,0.47,0.31,0.75,0.55
e_0,6.03,7.77,3.3,4.8,4.62,3.83,1.03,0.84,0.85,0.65,0.83,0.34,0.58,0.91,0.31,0.56
g_0,4.34,4.75,4.71,4.58,4.48,4.38,1.07,1.53,0.88,0.82,0.7,0.77,0.51,0.88,0.83,1.67
