,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.26,0.82,0.48,0.43,0.36,0.35,0.94,0.6,0.85,0.88,0.84,0.27,1.26,0.82,0.53,1.09
e_1,0.58,2.31,0.46,0.57,0.33,0.36,0.97,0.84,1.91,1.11,1.06,0.99,1.12,0.78,0.46,0.99
d_1,0.55,0.49,2.36,0.35,0.41,0.33,1.03,0.73,0.47,2.0,1.13,1.15,1.36,0.8,1.07,1.3
c_1,0.41,0.46,0.49,2.49,0.94,0.35,0.71,0.66,0.93,0.36,0.85,0.88,1.02,0.74,0.73,1.18
b_1,0.48,0.43,0.46,0.48,2.63,0.75,0.81,0.69,1.1,1.11,0.45,1.1,1.31,0.58,0.9,1.02
a_1,0.59,0.53,0.52,0.45,0.37,3.01,0.94,1.1,0.79,0.96,0.87,0.71,1.25,0.47,0.81,0.99
h_1,0.88,0.49,0.58,0.6,0.46,0.37,2.93,1.3,1.24,1.25,1.21,1.14,0.78,0.83,1.19,1.87
g_1,0.52,0.59,0.82,0.61,0.45,0.32,1.1,3.28,1.15,1.2,1.41,1.98,1.16,1.06,1.04,1.03
d_0,0.66,0.6,0.34,1.23,0.48,0.41,1.0,0.92,2.52,0.76,0.96,1.04,1.62,0.82,1.1,1.19
c_0,0.67,0.58,0.71,0.41,0.46,0.4,1.25,0.93,1.35,2.29,2.33,1.19,1.87,1.1,1.34,1.72
b_0,0.74,0.57,0.69,0.6,0.41,0.31,1.16,1.16,1.25,1.24,2.73,1.33,1.64,2.15,1.22,1.48
f_0,0.4,0.45,0.68,0.62,0.57,0.56,1.08,1.08,1.36,1.38,1.03,2.79,1.45,1.18,2.23,1.58
h_0,0.88,0.55,0.7,0.58,0.51,0.41,0.65,1.14,1.1,1.29,1.33,1.09,1.01,1.3,0.91,2.18
a_0,0.54,0.6,0.72,0.63,0.6,0.2,1.23,1.18,1.3,1.53,1.34,1.51,1.7,3.03,1.27,1.4
e_0,0.6,0.27,0.67,0.75,0.56,0.52,1.12,1.03,1.23,1.52,1.48,1.28,2.32,1.09,2.91,1.73
g_0,0.5,0.54,1.07,0.57,0.52,0.43,0.99,0.58,1.02,1.31,1.12,1.68,1.52,1.24,1.08,0.8
