,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,1.03,0.92,0.99,1.2,0.95,1.03,1.35,0.81,1.13,1.0,0.87,0.98,,1.03
f_1,1.23,1.0,1.06,0.93,1.02,1.0,0.85,1.28,0.97,1.16,,0.9,0.82,0.85,0.85,1.37
d_1,0.97,0.95,1.0,0.93,1.1,0.81,1.03,0.89,,1.33,0.78,1.17,1.04,1.22,0.91,0.81
c_1,1.09,1.08,1.07,1.0,1.7,0.73,0.95,1.22,0.68,,1.07,1.04,0.91,0.75,1.04,0.96
b_1,1.02,0.98,0.91,0.59,1.0,1.5,1.02,1.18,0.93,1.15,1.07,,1.13,1.07,0.95,1.13
a_1,0.84,1.0,1.24,1.36,0.67,1.0,1.17,,1.09,1.18,1.15,,1.0,,,0.94
h_1,1.05,1.18,0.97,1.05,0.98,0.86,1.0,1.24,0.87,0.82,0.98,0.92,,1.02,0.92,0.96
g_1,0.97,0.78,1.13,0.82,0.85,,0.81,1.0,1.21,1.08,1.15,0.98,0.78,1.47,1.25,
d_0,0.74,1.04,,1.47,1.08,0.92,1.15,0.83,1.0,0.96,0.73,0.93,1.22,0.95,0.95,1.1
c_0,1.23,0.86,0.75,,0.87,0.85,1.22,0.92,1.05,1.0,1.35,1.37,0.87,0.76,0.88,1.4
f_0,0.88,,1.29,0.94,0.94,0.87,1.02,0.87,1.38,0.74,1.0,1.09,1.08,0.8,1.52,0.82
b_0,1.0,1.11,0.85,0.96,,,1.09,1.02,1.07,0.73,0.92,1.0,1.35,1.41,0.83,0.92
h_0,1.15,1.22,0.96,1.1,0.89,1.0,,1.28,0.82,1.14,0.93,0.74,,0.78,0.91,0.97
a_0,1.02,1.17,0.82,1.34,0.94,,0.98,0.68,1.06,1.32,1.25,0.71,1.27,1.0,,
e_0,,1.18,1.1,0.97,1.06,,1.08,0.8,1.05,1.13,0.66,1.21,1.1,,1.0,
g_0,0.97,0.73,1.24,1.04,0.88,1.07,1.05,,0.91,0.72,1.22,1.08,1.03,,,
