,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.94,0.66,0.37,0.4,0.38,0.26,0.25,0.21,0.23,0.21,0.22,0.14,0.21,0.16,0.13,0.18
e_1,0.42,0.94,0.36,0.48,0.38,0.26,0.31,0.29,0.26,0.43,0.25,0.25,0.27,0.19,0.12,0.21
d_1,0.48,0.44,0.94,0.31,0.39,0.29,0.32,0.45,0.21,0.23,0.28,0.3,0.24,0.2,0.21,0.19
c_1,0.47,0.37,0.48,0.94,0.62,0.2,0.25,0.13,0.23,0.2,0.2,0.26,0.22,0.19,0.16,0.2
b_1,0.44,0.41,0.47,0.36,0.94,0.53,0.31,0.26,0.26,0.24,0.17,0.24,0.25,0.15,0.19,0.24
a_1,0.52,0.45,0.55,0.61,0.32,0.94,0.38,0.39,0.29,0.3,0.34,0.25,0.31,0.19,0.19,0.27
h_1,0.86,0.6,0.72,0.58,0.61,0.42,0.75,0.37,0.42,0.39,0.42,0.34,0.31,0.26,0.24,0.41
c_0,0.87,0.76,0.62,0.64,0.52,0.45,0.51,0.67,0.3,0.4,0.7,0.42,0.39,0.35,0.35,0.3
g_1,0.68,0.64,1.06,0.67,0.59,0.43,0.4,0.53,0.74,0.37,0.32,0.56,0.39,0.36,0.29,0.31
d_0,0.89,0.61,0.41,1.23,0.59,0.49,0.44,0.42,0.4,0.62,0.4,0.38,0.36,0.32,0.25,0.34
b_0,0.89,0.8,0.72,0.84,0.5,0.33,0.34,0.41,0.49,0.47,0.65,0.39,0.45,0.64,0.37,0.42
f_0,0.7,0.68,0.71,0.82,0.77,0.5,0.54,0.45,0.36,0.48,0.44,0.64,0.44,0.36,0.62,0.3
h_0,1.1,0.74,0.76,0.8,0.67,0.52,0.38,0.51,0.55,0.53,0.49,0.38,0.36,0.36,0.31,0.53
a_0,1.05,0.86,0.83,0.79,0.78,0.29,0.61,0.48,0.37,0.49,0.37,0.43,0.42,0.62,0.35,0.43
e_0,1.02,0.64,0.78,0.89,0.81,0.47,0.58,0.51,0.5,0.52,0.48,0.29,0.47,0.33,0.63,0.49
g_0,0.86,0.8,1.2,0.86,0.7,0.48,0.54,0.55,0.27,0.44,0.41,0.71,0.36,0.35,0.32,0.33
