,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.44,1.07,2.11,2.4,2.16,2.11,0.69,0.65,0.5,0.35,0.55,0.48,0.32,0.4,1.32,0.4
f_1,1.65,0.43,1.85,2.17,2.3,1.93,0.41,0.68,0.37,0.35,0.84,0.39,0.21,0.42,0.33,0.32
d_1,3.21,2.12,0.41,1.95,1.84,1.75,0.57,0.41,1.03,0.37,0.41,0.39,0.29,0.48,0.31,0.17
c_1,1.67,2.16,2.36,0.41,2.68,2.31,0.61,0.52,0.24,0.91,0.37,0.37,0.33,0.48,0.43,0.32
b_1,2.03,3.29,2.13,1.21,0.4,2.39,0.6,0.53,0.53,0.6,0.35,1.01,0.33,0.4,0.5,0.35
a_1,3.09,2.98,2.57,3.36,1.37,0.34,0.82,0.89,0.62,0.55,0.56,0.86,0.39,2.02,0.55,0.39
h_1,2.77,3.71,3.47,3.23,3.61,2.88,0.34,0.85,0.73,0.62,0.61,0.81,0.97,0.7,0.54,0.56
g_1,3.45,4.32,3.35,4.38,3.43,3.29,0.81,0.31,0.71,0.81,0.71,0.82,0.37,0.65,0.66,0.79
d_0,1.92,4.35,8.91,3.96,3.61,3.85,1.18,1.41,0.39,0.73,0.87,0.71,0.5,0.9,0.91,0.76
c_0,4.06,3.98,1.99,9.11,4.12,3.81,1.4,1.18,1.11,0.41,1.24,0.7,0.66,0.81,0.73,0.65
f_0,3.91,11.42,3.79,4.14,3.42,3.84,1.47,0.72,0.96,0.75,0.35,0.87,0.57,0.69,0.98,0.35
b_0,3.87,4.25,3.18,5.35,7.88,3.69,1.11,1.43,0.93,0.39,1.13,0.34,0.57,0.94,0.91,0.62
h_0,4.45,4.4,3.92,4.56,4.43,3.84,2.42,1.48,1.02,0.92,0.88,0.82,1.36,0.94,0.72,0.66
a_0,4.75,5.47,4.08,5.12,5.97,13.63,1.51,1.48,1.1,0.82,0.98,0.47,0.57,0.31,0.94,0.85
e_0,10.08,6.25,4.79,5.4,4.26,3.7,1.15,1.52,1.21,1.13,0.54,1.1,0.8,0.87,0.33,0.51
g_0,5.73,6.61,5.49,4.5,4.65,5.16,1.06,3.15,1.17,1.12,0.84,1.08,0.58,0.73,1.01,1.14
