,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,11529.95,1448.75,985.17,2485.42,2322.17,8339.74,1756032.41,2875180.07,11035965.39,8455640.78,11470644.49,12774162.64,49757045.68,53669798.53,18634851.82,122037944.15
f_1,2336.63,12784.56,1814.39,2085.11,1424.99,10098.47,1221244.6,2303335.27,4387213.74,9360487.95,2330355.33,13364856.28,45418933.13,51795908.35,62794232.51,100507785.77
d_1,1118.94,1282.56,18965.52,1888.44,2238.3,10191.88,1598666.67,3300376.22,1356537.25,15918572.15,11463320.71,15296853.91,54759538.19,52483659.89,69870724.18,117663565.47
c_1,1115.57,1113.51,1921.51,22870.97,3732.79,8860.31,1539923.78,2313252.49,5747096.75,1073176.96,13091550.33,11308579.03,49090858.79,57084138.41,65584962.11,144177518.81
b_1,1107.37,1154.12,2043.2,1626.14,25108.86,20535.27,1123991.06,3095289.55,5395886.92,7731519.92,16865224.49,2582972.22,48860284.71,42702382.34,67369126.02,139021403.85
a_1,1134.69,1269.25,2173.95,1673.3,2021.54,174763.37,1603161.64,3303222.68,5019223.45,8656995.08,12522402.03,12446663.67,47831628.2,11143354.16,97834683.53,118499275.84
h_1,1720.38,3218.21,3133.4,3531.84,4128.34,15689.02,9898910.23,6362131.17,9318333.06,10272079.41,17753171.26,23044882.83,26049546.43,66351924.47,131554662.89,323131202.43
g_1,1865.26,1919.07,4410.89,4064.4,4557.39,16159.73,2451765.21,23341815.25,6364927.83,14319160.04,34670862.18,17864680.42,45738395.46,87376681.46,106070966.27,66335460.94
d_0,1715.0,2665.24,1173.48,7037.16,3652.22,17688.02,2800317.47,5771475.3,27314601.82,12190402.91,17381593.26,22863382.05,76512970.09,72181292.51,108846078.76,238572583.54
c_0,2615.86,2794.97,3855.16,1417.24,2731.34,17670.63,2970731.52,4855768.33,8476964.82,38141207.27,21254826.05,45462193.65,65168092.81,116589944.25,108599681.3,223392132.74
f_0,1559.45,1177.53,3495.87,4903.39,5939.96,15049.16,2687804.71,5888032.0,9787434.38,10134663.65,71298838.12,16412981.4,81312342.56,89700859.04,243403292.67,318590717.15
b_0,1745.85,2676.4,3686.18,4742.91,1523.44,12509.62,2351829.12,5244796.18,10537032.4,17231807.36,24418175.75,75704185.93,107314592.95,180760822.01,135920166.53,249200693.53
h_0,1912.6,3433.99,3192.35,3291.81,3625.18,18585.72,1119918.63,7025815.96,10359485.34,12837240.62,23578958.95,21713766.51,21759640.97,96993611.81,104008475.26,281421800.15
a_0,2176.94,2447.82,3340.54,3393.3,5138.31,,2294467.44,6766576.98,8118589.07,13393868.94,24305967.8,18930528.14,82556903.39,444751195.61,109927656.78,314273769.76
e_0,529.78,2930.44,4474.26,3673.03,3714.8,18980.11,3081707.13,5739923.92,11068076.48,17107098.67,20940324.63,22303208.44,96292664.04,90304397.2,542457995.97,224295188.8
g_0,1463.19,2113.32,5806.87,3623.06,3635.31,16679.49,2148584.63,2662203.77,7484995.48,12827335.34,39215878.61,21559768.16,77098974.78,57477695.89,134825801.26,110130124.45
