,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,103.75,105.15,93.57,100.94,133.2,477.8,12586.75,18666.06,24296.26,28214.33,46010.77,51936.89,104133.04,132480.71,109796.49,230218.58
e_1,64.61,110.1,116.85,87.4,158.42,530.29,12863.36,25747.04,27061.71,29728.48,41628.92,60635.65,99020.93,124339.6,130937.28,236104.06
c_1,62.85,58.58,135.81,92.78,202.88,528.14,11933.42,13720.35,23463.94,19828.82,28121.74,51692.95,94985.88,124830.97,130167.44,191189.33
d_1,67.4,65.61,76.62,146.89,120.49,422.17,11008.54,13971.62,23259.1,41915.89,47585.86,48774.43,98946.93,128842.46,126879.21,179990.79
b_1,57.69,55.42,67.94,79.28,191.59,720.39,10762.36,13442.85,20442.23,23341.1,28815.07,51519.88,85207.6,95336.58,113170.46,172714.86
a_1,37.42,37.78,51.19,63.28,60.29,546.45,7664.41,9603.52,17016.32,16119.56,27564.11,34032.01,65684.13,59778.05,74030.67,120741.3
h_1,19.61,16.71,22.1,26.86,29.94,98.96,3854.31,3736.86,7219.19,6849.07,9933.94,13771.32,24009.8,29911.43,30793.25,62974.85
d_0,14.47,13.78,29.83,18.82,34.03,111.76,2753.6,4433.18,5763.87,4995.3,9401.61,11340.36,21005.41,29351.79,30059.57,49544.62
g_1,11.97,12.01,18.65,24.44,25.27,75.37,1998.27,3009.91,6972.4,5830.45,8185.12,14405.3,16891.73,22139.62,29164.21,37278.82
c_0,13.15,13.47,18.02,17.75,22.38,90.19,2289.73,3637.07,5011.34,6880.63,12108.61,10442.19,22469.52,30809.92,26942.15,44926.72
b_0,11.27,12.22,17.91,16.79,19.42,60.51,2084.95,2991.28,4838.05,4542.62,9549.56,10598.28,18706.16,35699.68,21132.85,38824.71
f_0,9.56,9.71,14.75,17.67,20.95,68.08,1797.14,2743.76,3624.35,4530.18,6627.95,11427.28,17079.9,19721.45,32987.16,31717.37
h_0,10.12,9.82,11.77,13.98,18.39,58.35,1474.62,2044.22,4129.27,3668.83,5332.15,7802.62,11889.09,17376.09,17706.36,33893.92
a_0,7.76,8.49,11.88,12.47,15.65,48.24,1547.26,1991.12,3284.34,3092.48,4723.22,7082.49,12053.68,20674.54,18738.35,22099.23
e_0,8.21,6.23,10.83,12.56,15.49,58.49,1546.17,1918.2,2902.37,3430.61,5604.01,6031.59,13267.1,16101.02,21835.48,28728.72
g_0,7.03,6.52,9.72,14.08,14.57,50.72,1126.05,1508.9,2384.76,2948.2,4161.82,7629.01,10854.78,14831.14,14526.51,21748.23
