,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.8,1.73,1.47,1.76,3.19,24.04,42.95,34.17,32.55,42.19,53.8,71.15,83.4,131.93,145.65
f_1,1.26,1.0,1.46,1.23,1.75,2.84,16.31,27.84,29.48,27.39,42.23,37.1,59.3,88.32,94.49,171.57
c_1,0.57,0.69,1.0,1.15,1.59,2.36,16.01,15.11,23.98,20.43,27.29,32.15,46.54,54.68,77.94,107.15
d_1,0.69,0.83,0.87,1.0,1.1,1.88,16.07,20.9,16.68,27.68,30.83,30.61,52.26,70.28,80.13,69.35
b_1,0.58,0.57,0.63,0.91,1.0,2.74,11.93,14.34,15.49,19.65,23.89,25.31,46.47,48.46,58.79,74.98
a_1,0.31,0.35,0.42,0.53,0.37,1.0,7.64,9.2,11.84,10.23,15.19,13.05,23.42,29.82,35.11,46.7
h_1,0.04,0.06,0.06,0.06,0.08,0.12,1.0,1.22,1.43,1.38,1.77,2.21,3.51,4.57,4.91,7.0
d_0,0.02,0.04,0.07,0.05,0.07,0.1,0.8,1.0,0.93,1.06,1.53,1.62,2.81,3.04,4.55,5.28
g_1,0.03,0.03,0.04,0.06,0.06,0.09,0.69,1.07,1.0,1.14,1.5,1.81,2.07,3.2,4.1,4.27
c_0,0.03,0.04,0.05,0.04,0.05,0.09,0.72,0.99,0.89,1.0,2.04,1.45,2.55,3.15,3.73,4.66
b_0,0.02,0.02,0.04,0.03,0.04,0.06,0.59,0.66,0.64,0.49,1.0,1.01,1.4,3.09,2.41,3.74
f_0,0.02,0.03,0.03,0.03,0.04,0.08,0.45,0.61,0.56,0.68,0.99,1.0,1.61,2.07,3.55,2.39
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.29,0.38,0.48,0.38,0.69,0.62,1.0,1.16,1.56,2.13
a_0,0.01,0.01,0.02,0.01,0.02,0.03,0.21,0.34,0.33,0.32,0.35,0.46,0.85,1.0,1.34,1.69
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.19,0.22,0.24,0.27,0.41,0.28,0.68,0.72,1.0,1.21
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.14,0.19,0.24,0.21,0.28,0.44,0.46,0.64,0.85,1.0
