,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,5.56,1.09,0.56,0.67,0.52,0.44,2.19,2.06,3.12,2.76,2.37,0.55,4.09,1.96,3.13,2.06
e_1,0.71,5.61,0.52,0.69,0.47,0.46,2.3,2.01,2.71,5.92,3.23,3.01,4.26,3.19,3.56,0.73
d_1,0.65,0.5,6.14,0.49,0.55,0.7,2.33,2.43,5.78,0.66,2.99,3.3,4.88,2.97,4.39,2.62
c_1,0.58,0.56,0.57,6.65,1.22,0.49,2.03,2.23,0.56,2.92,2.31,3.23,4.44,3.14,3.81,2.95
b_1,0.57,0.7,0.7,0.59,8.23,1.19,1.68,2.27,1.79,2.25,0.73,2.62,4.17,2.46,4.26,2.77
a_1,0.44,0.62,0.83,0.5,0.63,11.29,2.23,1.44,2.22,2.57,3.11,2.94,5.55,0.94,5.47,3.77
h_1,1.38,0.86,0.97,0.99,1.06,1.0,14.53,5.15,4.73,5.13,5.6,5.2,3.31,3.94,9.54,4.95
g_1,1.16,0.8,1.51,1.07,0.91,1.02,3.68,18.49,4.1,3.46,5.77,6.22,6.0,5.33,2.18,6.35
c_0,1.14,1.05,1.13,0.45,0.96,1.22,5.24,4.16,14.24,3.49,10.59,6.55,7.55,4.44,9.95,6.94
d_0,0.95,1.02,0.29,2.27,0.94,1.14,3.85,3.13,4.57,13.59,4.6,5.55,6.36,4.08,7.92,5.77
b_0,1.27,1.04,1.12,1.15,0.4,0.63,4.96,4.16,5.02,5.47,15.89,4.7,7.74,12.36,10.46,5.31
f_0,0.43,0.82,1.24,1.04,1.26,1.19,4.29,4.79,6.07,6.09,6.02,17.18,8.22,5.91,7.68,14.13
h_0,1.7,0.92,1.2,1.0,0.84,0.95,1.56,4.0,5.03,4.88,5.57,5.24,2.25,5.92,11.7,5.95
a_0,1.36,0.77,1.15,1.14,1.06,,4.98,3.99,4.9,5.94,4.02,6.13,8.45,22.2,9.47,8.62
g_0,0.83,0.81,1.84,1.16,0.72,1.33,3.4,1.76,5.19,4.56,5.64,7.81,7.08,5.61,3.28,4.94
e_0,1.19,0.47,0.9,1.14,1.39,1.22,3.73,3.96,5.42,5.66,6.01,6.29,9.75,7.04,9.05,26.01
