,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.0,1.05,0.96,0.83,0.79,0.71,0.46,0.36,0.49,0.4,0.44,0.35,0.35,0.34,0.32,0.26
f_1,0.96,1.0,1.16,0.9,0.85,0.64,0.43,0.46,0.42,0.45,0.39,0.37,0.34,0.29,0.26,0.31
e_1,1.01,0.88,1.0,1.22,0.93,0.75,0.54,0.46,0.42,0.56,0.45,0.42,0.38,0.36,0.35,0.35
c_1,1.22,1.11,0.84,1.0,1.15,0.82,0.53,0.5,0.4,0.32,0.32,0.4,0.34,0.35,0.32,0.34
b_1,1.24,1.18,1.06,0.87,1.0,1.1,0.62,0.56,0.53,0.47,0.44,0.44,0.36,0.42,0.34,0.39
a_1,1.4,1.51,1.31,1.21,0.92,1.0,0.81,0.69,0.6,0.56,0.61,0.56,0.46,0.51,0.52,0.52
h_1,2.14,2.31,1.91,1.89,1.62,1.21,1.0,0.97,0.87,0.83,0.86,0.78,0.68,0.72,0.68,0.71
g_1,2.75,2.25,2.14,2.04,1.83,1.46,1.02,1.0,0.94,0.92,0.95,1.02,0.81,0.73,0.78,0.71
c_0,1.99,2.4,2.34,2.62,1.93,1.66,1.14,1.07,1.0,1.22,1.24,0.9,0.93,0.8,0.81,0.7
d_0,2.39,2.24,1.8,3.16,2.12,1.72,1.15,1.09,0.81,1.0,0.91,0.93,0.9,0.84,0.78,0.76
b_0,2.25,2.72,2.14,2.97,2.43,1.63,1.17,1.05,0.79,1.12,1.0,0.91,1.1,0.91,0.79,0.76
f_0,2.73,2.81,2.24,2.67,2.51,1.79,1.29,0.96,1.1,1.08,1.05,1.0,0.91,0.85,1.22,0.77
a_0,2.83,2.96,2.65,3.03,2.54,2.11,1.51,1.18,1.09,1.14,0.93,1.1,1.0,1.03,0.93,1.0
h_0,2.99,3.44,2.77,2.77,2.25,2.04,1.42,1.36,1.3,1.21,1.11,1.11,0.96,1.01,0.81,0.99
e_0,3.23,3.59,2.74,3.09,3.03,2.13,1.47,1.24,1.28,1.3,1.24,0.86,1.08,1.23,1.0,0.95
g_0,3.96,3.32,2.93,2.95,2.55,2.01,1.37,1.31,1.49,1.24,1.32,1.29,1.01,1.02,1.01,1.0
