,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.82,0.92,1.15,0.88,0.73,0.73,0.71,0.93,0.66,0.63,0.7,0.65,0.76,0.56,0.62
f_1,1.21,1.0,0.98,0.94,0.89,0.79,0.57,0.75,0.6,0.53,0.62,0.45,0.52,0.5,0.48,0.62
d_1,1.09,1.03,1.0,0.94,0.89,0.86,0.63,0.6,0.75,0.94,0.69,0.62,0.61,0.54,0.63,0.44
c_1,0.88,1.07,1.06,1.0,1.35,0.88,0.7,0.72,0.48,0.53,0.52,0.62,0.61,0.55,0.59,0.52
b_1,1.13,1.13,1.14,0.74,1.0,1.36,0.69,0.71,0.68,0.81,0.71,0.66,0.66,0.51,0.5,0.6
a_1,1.34,1.25,1.17,1.15,0.75,1.0,1.03,0.85,0.92,0.9,0.84,0.94,0.79,0.77,0.85,0.64
h_1,1.32,1.79,1.58,1.43,1.37,0.98,1.0,1.11,0.81,0.87,0.89,0.89,0.76,0.66,0.78,0.9
g_1,1.44,1.36,1.74,1.45,1.36,1.13,0.91,1.0,1.02,1.0,1.1,1.22,0.91,0.87,0.86,0.97
d_0,1.03,1.67,1.32,2.07,1.52,1.09,1.26,1.02,1.0,0.72,0.86,0.99,0.96,0.98,0.84,0.95
c_0,1.5,1.83,1.03,1.96,1.21,1.07,1.17,1.06,1.38,1.0,1.36,1.06,0.88,1.19,0.85,1.02
b_0,1.56,1.6,1.43,2.01,1.31,1.17,1.13,0.94,1.18,0.68,1.0,0.87,0.97,1.3,0.85,1.11
f_0,1.52,2.32,1.59,1.56,1.5,1.08,1.1,0.82,1.04,0.96,1.06,1.0,1.01,1.01,1.37,0.72
h_0,1.52,1.88,1.69,1.6,1.53,1.3,1.38,1.1,1.05,1.12,1.01,0.97,1.01,1.02,0.89,1.21
a_0,1.43,2.0,1.73,1.94,1.96,1.22,1.48,1.14,1.01,0.88,0.8,0.95,0.96,1.0,1.12,0.9
e_0,1.67,2.27,1.65,1.69,1.88,1.24,1.3,1.18,1.22,1.16,1.16,0.73,1.11,0.91,1.0,1.08
g_0,1.65,1.58,2.26,1.82,1.64,1.47,1.12,1.04,1.04,1.06,0.91,1.36,0.84,1.08,0.96,1.01
