,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.29,1.14,1.34,1.69,3.2,14.26,25.22,28.19,30.35,33.61,44.81,66.82,77.73,75.57,131.55
e_1,0.78,1.0,1.11,1.43,2.07,3.55,20.04,27.71,42.81,33.13,37.54,58.26,79.2,83.58,97.47,131.22
d_1,0.89,0.89,1.0,1.04,1.51,3.16,13.95,18.54,27.07,33.55,32.24,40.09,63.73,66.18,78.45,86.84
c_1,0.74,0.69,0.96,1.0,1.94,2.74,12.88,17.02,16.32,21.29,19.88,33.73,56.89,55.35,63.25,85.08
b_1,0.59,0.49,0.65,0.53,1.0,3.15,10.8,13.51,17.16,18.2,22.31,26.44,42.54,38.25,52.81,71.47
a_1,0.31,0.29,0.32,0.36,0.32,1.0,5.1,7.19,9.08,9.2,11.61,12.74,22.43,26.19,28.58,32.14
h_1,0.07,0.05,0.07,0.08,0.09,0.19,1.0,1.83,1.84,1.72,2.07,2.65,4.71,4.23,5.88,7.99
g_1,0.04,0.04,0.05,0.06,0.07,0.14,0.54,1.0,1.16,1.13,1.42,2.33,2.88,3.16,3.51,4.62
d_0,0.03,0.02,0.04,0.06,0.06,0.11,0.57,0.87,1.0,0.83,1.12,1.54,2.58,2.81,3.2,4.16
c_0,0.03,0.03,0.03,0.05,0.05,0.1,0.6,0.88,1.26,1.0,1.61,1.61,2.72,3.19,2.97,4.17
b_0,0.03,0.03,0.03,0.05,0.05,0.08,0.49,0.7,0.9,0.63,1.0,1.36,2.26,3.56,2.79,3.41
f_0,0.02,0.02,0.02,0.03,0.04,0.07,0.38,0.43,0.72,0.61,0.73,1.0,1.77,1.7,2.72,2.03
h_0,0.02,0.01,0.02,0.02,0.02,0.05,0.22,0.35,0.41,0.36,0.44,0.54,1.0,1.02,1.08,1.73
a_0,0.01,0.01,0.02,0.02,0.03,0.04,0.22,0.31,0.38,0.32,0.31,0.62,1.05,1.0,1.29,1.55
e_0,0.01,0.01,0.01,0.02,0.02,0.04,0.18,0.28,0.31,0.34,0.35,0.36,0.92,0.8,1.0,1.23
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.13,0.22,0.24,0.24,0.3,0.48,0.55,0.65,0.79,1.0
