,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,5.94,0.64,0.52,0.5,0.45,0.56,2.46,2.01,5.78,0.8,3.36,2.87,3.05,4.26,3.65,4.89
f_1,0.57,5.9,1.14,0.59,0.57,0.7,1.94,2.01,2.28,2.27,2.64,0.56,2.44,4.94,1.81,3.16
e_1,0.5,0.66,6.32,0.71,0.56,0.43,2.37,1.91,2.9,5.99,3.06,3.08,2.97,3.04,0.93,3.55
c_1,0.56,0.46,0.54,6.57,1.19,0.48,2.6,1.87,0.52,2.71,2.86,3.07,3.04,4.7,3.35,4.4
b_1,0.55,0.59,0.59,0.64,7.24,1.11,1.7,2.56,2.26,2.94,0.55,3.0,2.1,4.58,3.08,4.44
a_1,0.7,0.7,0.49,0.62,0.59,11.13,2.12,2.39,3.45,2.35,2.01,2.63,0.62,4.99,2.48,3.57
h_1,1.34,1.37,0.84,0.83,0.94,0.87,14.72,5.04,4.55,4.4,5.67,5.67,6.08,3.01,6.14,9.22
g_1,1.72,0.82,1.08,0.92,1.0,0.82,2.64,18.07,4.05,3.27,4.81,6.95,4.62,5.55,6.63,2.06
c_0,1.1,1.37,1.02,0.43,0.99,0.95,4.3,4.41,13.59,5.32,10.01,6.27,6.1,7.49,5.6,9.23
d_0,0.31,1.07,1.01,2.38,0.73,1.24,3.08,3.21,3.91,14.18,4.9,5.5,4.25,7.31,6.22,8.46
b_0,1.07,1.25,0.77,1.11,0.4,0.94,4.78,3.84,5.07,6.88,17.01,7.85,10.44,9.32,6.96,9.47
f_0,1.44,0.42,1.04,1.05,1.24,0.99,3.73,4.06,5.95,5.02,5.77,16.15,5.84,8.05,9.37,8.37
a_0,0.91,1.38,1.05,1.16,1.18,,3.87,4.05,4.29,5.72,4.75,6.46,20.86,9.97,5.24,7.76
h_0,1.2,1.39,1.1,0.87,1.04,0.9,1.47,5.22,5.25,5.46,4.76,4.49,5.19,2.95,4.65,9.37
e_0,1.11,1.53,0.43,1.01,0.88,1.06,5.29,3.89,4.96,5.33,5.31,5.91,8.69,7.96,21.63,10.0
g_0,1.47,0.92,1.01,1.29,0.84,0.94,3.78,1.12,5.54,4.8,4.79,6.96,5.07,7.94,5.25,4.3
