,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.9,0.3,0.55,0.31,0.24,0.14,0.22,0.2,0.24,0.28,0.24,0.16,0.27,0.18,0.13,0.21
d_1,0.38,0.92,0.28,0.25,0.25,0.18,0.27,0.26,0.49,0.17,0.33,0.26,0.27,0.24,0.21,0.21
e_1,0.36,0.28,0.9,0.37,0.25,0.16,0.26,0.24,0.27,0.51,0.24,0.26,0.32,0.18,0.15,0.24
c_1,0.33,0.28,0.28,0.9,0.49,0.17,0.25,0.2,0.16,0.27,0.19,0.24,0.28,0.19,0.17,0.23
b_1,0.31,0.35,0.28,0.27,0.9,0.38,0.22,0.21,0.22,0.26,0.14,0.25,0.28,0.15,0.19,0.26
a_1,0.37,0.33,0.28,0.32,0.28,0.89,0.31,0.24,0.3,0.24,0.26,0.27,0.33,0.11,0.21,0.25
h_1,0.48,0.37,0.33,0.37,0.22,0.19,0.61,0.33,0.3,0.26,0.3,0.24,0.25,0.22,0.2,0.34
g_1,0.33,0.56,0.26,0.31,0.28,0.19,0.27,0.61,0.32,0.25,0.29,0.41,0.29,0.2,0.24,0.22
c_0,0.43,0.45,0.33,0.28,0.2,0.16,0.27,0.3,0.53,0.31,0.53,0.31,0.37,0.28,0.21,0.27
d_0,0.35,0.25,0.31,0.61,0.3,0.17,0.3,0.26,0.22,0.5,0.31,0.28,0.3,0.23,0.2,0.24
b_0,0.38,0.44,0.35,0.39,0.17,0.15,0.29,0.27,0.35,0.3,0.53,0.31,0.35,0.42,0.2,0.26
f_0,0.3,0.42,0.27,0.39,0.28,0.2,0.28,0.24,0.34,0.36,0.33,0.5,0.35,0.25,0.47,0.29
h_0,0.52,0.43,0.35,0.28,0.26,0.18,0.18,0.36,0.34,0.29,0.28,0.27,0.26,0.19,0.21,0.34
a_0,0.37,0.38,0.37,0.4,0.26,0.14,0.24,0.27,0.31,0.32,0.29,0.3,0.34,0.46,0.26,0.24
e_0,0.41,0.37,0.27,0.31,0.31,0.22,0.31,0.29,0.38,0.31,0.36,0.27,0.35,0.28,0.45,0.26
g_0,0.33,0.58,0.32,0.32,0.23,0.2,0.25,0.21,0.31,0.25,0.3,0.42,0.34,0.19,0.23,0.21
