,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.96,0.88,0.56,0.59,0.5,0.34,0.36,0.33,0.34,0.37,0.32,0.26,0.29,0.24,0.17,0.28
e_1,0.65,0.96,0.54,0.7,0.56,0.37,0.4,0.3,0.33,0.58,0.34,0.31,0.37,0.3,0.24,0.31
d_1,0.76,0.69,0.96,0.52,0.52,0.4,0.43,0.36,0.58,0.36,0.4,0.33,0.36,0.3,0.23,0.28
c_1,0.68,0.59,0.64,0.95,0.81,0.48,0.39,0.38,0.33,0.31,0.3,0.32,0.37,0.26,0.26,0.26
b_1,0.72,0.63,0.65,0.6,0.95,0.73,0.44,0.38,0.42,0.38,0.34,0.34,0.39,0.23,0.27,0.3
a_1,0.88,0.78,0.79,0.66,0.53,0.94,0.56,0.47,0.49,0.45,0.48,0.36,0.41,0.31,0.34,0.38
h_1,1.25,1.02,0.9,0.87,0.74,0.54,0.81,0.66,0.58,0.53,0.54,0.46,0.54,0.46,0.38,0.52
g_1,1.02,0.99,1.25,0.85,0.76,0.61,0.56,0.8,0.71,0.49,0.63,0.7,0.54,0.49,0.44,0.46
c_0,1.3,1.15,0.94,0.89,0.69,0.56,0.69,0.53,0.75,0.67,0.89,0.54,0.63,0.55,0.46,0.49
d_0,1.13,0.94,0.8,1.47,0.93,0.59,0.65,0.6,0.47,0.73,0.59,0.45,0.61,0.44,0.38,0.45
b_0,1.29,1.13,1.05,1.05,0.65,0.56,0.73,0.57,0.53,0.6,0.75,0.49,0.59,0.74,0.41,0.5
f_0,1.09,1.05,1.09,0.99,0.89,0.74,0.7,0.56,0.66,0.78,0.7,0.75,0.65,0.54,0.78,0.54
h_0,1.52,1.2,1.14,0.94,0.94,0.67,0.52,0.68,0.59,0.6,0.6,0.5,0.57,0.48,0.43,0.58
a_0,1.39,1.14,1.12,1.19,1.1,0.64,0.75,0.55,0.65,0.69,0.57,0.53,0.67,0.67,0.38,0.51
e_0,1.52,1.08,1.3,1.03,1.01,0.59,0.71,0.76,0.69,0.77,0.71,0.54,0.68,0.75,0.7,0.51
g_0,1.22,1.11,1.51,1.17,1.03,0.69,0.69,0.62,0.74,0.71,0.71,0.75,0.68,0.56,0.59,0.51
