,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,11932.73,5220.73,7719.73,5597.62,9899.39,44772.43,4737610.25,21139254.69,14248177.11,12099931.87,32157759.37,39981762.02,137547149.2,193984276.61,210184972.23,490976421.68
f_1,7257.87,14250.69,6223.55,5550.33,9052.77,49895.27,4944663.19,12652022.42,14849697.95,11187622.29,28597705.58,19886271.39,117648470.53,189843652.57,170509471.98,450649045.5
c_1,4028.79,4671.1,17946.16,7008.58,18429.89,51223.13,5454257.1,10727731.83,8984216.2,13521107.15,21368288.24,32819755.29,102774153.8,170343596.08,292878745.29,413735456.21
d_1,3823.04,6106.61,4894.8,21661.0,9951.55,47023.65,5936199.09,7454341.32,27705898.42,15767754.53,31588207.2,36644647.15,129167819.93,187277235.16,249889499.15,497212717.1
b_1,4152.46,4819.6,6016.79,7445.62,33686.46,103842.94,5917037.71,12089060.99,14102060.24,10971043.31,17780663.87,34397189.45,89354614.7,179285896.57,256363034.39,510356352.65
a_1,3904.35,5256.34,6376.37,7963.64,10044.3,261421.05,5671629.28,10136725.56,17324462.91,13966616.34,30176645.96,38278307.76,71948740.04,241841892.15,341622529.32,546579110.39
h_1,4382.6,6709.49,5882.01,9782.01,9951.27,58018.95,11507762.46,10477425.49,17117206.87,20382764.77,30952798.2,35061975.77,122277528.59,149880570.43,330938013.89,728369513.67
d_0,4642.33,5541.31,12202.22,4780.6,11783.82,51004.68,5590042.26,20440379.44,12582581.03,14521143.43,33704230.82,38546899.04,139903311.15,226548781.92,342306823.88,463205485.59
c_0,4550.19,5682.61,5757.68,8909.39,9338.53,57222.84,6436584.97,13470878.37,27991237.49,17330941.28,62039033.63,47323831.58,173329426.04,223070342.48,371512579.68,648825831.85
g_1,3998.46,5378.58,6560.79,12435.33,9757.99,49194.56,5840960.69,10592242.78,18415727.59,35474185.97,33745617.97,59719850.15,123865864.46,229859845.73,360965675.97,362813010.72
b_0,4540.63,5681.13,6944.7,9602.6,7896.88,63346.93,6505398.52,12759491.63,17216983.19,18292845.79,53045733.44,41401668.47,261228009.56,209063517.88,350502902.76,559423699.94
f_0,4204.2,4132.24,7154.74,8905.38,11420.83,55576.14,6497139.45,14809099.72,19704622.94,14744233.62,41866595.35,78163762.59,149262822.28,220565619.35,756481085.09,525445481.34
a_0,5089.52,6362.35,8184.47,7460.35,10337.3,32385.86,6301551.72,15383378.31,17176441.19,17636643.09,34905283.06,40870581.82,282137180.58,223449391.5,339602094.78,565536631.88
h_0,4420.42,7964.89,7183.92,8305.35,9324.22,63630.03,4299166.75,12523712.73,15157908.46,20431812.69,35027707.2,42711599.02,122650797.79,168174825.7,335862732.37,673972008.51
e_0,2742.31,5230.06,9301.58,9031.81,13371.87,63185.55,6087087.14,13723099.07,13452259.43,15438079.91,33740728.71,42313072.94,128467692.24,264226146.19,778322622.3,570652196.3
g_0,4458.46,4614.09,6507.28,12563.63,11017.02,64489.23,6387684.04,11980483.31,18712660.62,10921654.54,35406937.54,56428313.58,130960010.79,211256648.33,335357715.6,399221701.12
