,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.66,1.3,2.15,2.25,1.94,2.08,1.02,0.85,0.83,0.97,0.82,0.82,0.7,0.71,1.44,0.78
f_1,2.31,0.66,2.14,1.47,2.41,1.65,0.81,0.93,0.77,1.09,0.78,1.67,0.65,0.46,0.67,0.62
c_1,2.0,1.96,0.65,2.53,2.33,2.0,1.14,0.44,1.33,1.03,0.84,0.65,0.73,0.57,0.64,0.61
d_1,2.51,3.12,2.06,0.64,2.1,1.74,0.83,1.8,0.88,0.6,0.7,0.74,0.78,0.66,0.6,0.41
b_1,2.66,2.31,1.35,2.31,0.63,2.91,0.98,0.92,0.81,1.02,1.44,0.97,0.81,0.69,0.62,0.7
a_1,2.66,3.05,3.61,3.01,1.44,0.57,1.1,1.0,0.82,1.29,0.84,1.32,,0.91,1.03,0.7
h_1,2.88,3.16,2.51,2.55,2.28,2.3,0.6,1.02,1.01,1.27,0.91,0.87,0.84,1.03,1.05,0.9
d_0,1.74,2.67,4.0,4.5,2.48,3.1,1.55,0.68,1.05,1.22,1.01,0.95,0.85,0.94,0.94,0.82
c_0,2.58,2.88,5.92,1.76,2.94,3.23,1.42,1.23,0.67,1.35,1.3,0.93,1.01,0.88,1.22,0.78
g_1,3.04,3.26,2.64,3.0,3.12,2.84,0.98,1.32,0.9,0.56,0.96,1.06,0.82,0.75,0.97,1.15
b_0,2.53,3.11,3.15,3.37,6.18,2.62,1.36,1.01,0.69,1.35,0.65,0.89,1.35,0.81,1.0,0.83
f_0,2.65,5.67,3.47,3.11,3.0,2.31,1.36,1.12,1.02,0.97,1.31,0.62,1.19,0.8,1.19,0.66
a_0,3.08,3.82,3.93,3.67,3.74,,1.61,1.31,1.32,1.76,0.71,1.08,0.6,1.0,1.14,1.14
h_0,2.97,3.76,3.91,3.21,3.49,2.71,2.45,1.17,1.35,1.64,1.41,1.43,1.27,1.63,1.13,0.94
e_0,6.0,5.11,3.35,4.51,4.08,2.29,1.6,1.52,1.17,1.79,1.19,0.72,1.21,1.0,0.57,0.97
g_0,2.97,4.33,3.85,4.16,3.56,3.81,1.24,1.52,1.2,2.38,1.24,1.45,1.18,0.92,1.26,1.53
