,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,13020.56,294.28,186.04,249.43,397.13,1411.9,193700.32,503553.25,414321.95,742125.65,923290.95,,3843273.16,5146999.64,5816306.09,11891184.33
e_1,203.71,13744.76,132.16,336.21,257.36,1317.58,186714.72,636338.56,318334.97,1237924.64,1112909.24,1500911.73,4591818.82,2705766.43,,12750054.43
d_1,168.19,168.27,15277.08,209.82,283.84,1009.13,172071.06,1202185.2,410632.58,,1356473.1,2199138.91,4929642.22,3613327.12,6338296.92,11160320.24
c_1,124.97,158.36,152.43,28036.89,736.11,1076.36,194331.0,,425107.82,519167.11,1283528.18,1731014.92,5024206.97,4800899.43,5274499.65,15124887.61
b_1,193.69,139.95,233.14,186.71,30931.32,2130.51,171375.6,505122.05,512281.2,639665.0,,1381351.29,5815321.68,4895322.0,7683195.49,11566769.34
a_1,149.6,180.55,208.87,291.65,236.88,164944.44,202094.78,601385.17,357989.87,770702.76,767075.37,2359644.78,5224930.69,,,11376121.69
h_1,879.12,746.33,646.92,1337.13,941.66,6331.77,7896666.34,1898069.48,2398810.05,1864888.56,4568889.31,5709690.92,,18210934.68,29881198.43,49258991.43
c_0,796.95,748.07,1064.47,,1577.37,5607.95,790829.62,18038089.5,2139341.31,3161356.89,10451586.62,9665729.28,27060883.07,26576407.55,46716996.92,40933227.57
g_1,626.3,661.38,1547.75,1301.32,1487.55,4533.09,446537.68,2545070.15,29052255.01,1161559.16,3149610.08,9429641.07,10329489.86,19334336.49,,
d_0,1052.42,966.4,,2908.54,1467.17,7244.67,985580.88,2015362.67,1857221.78,21880450.77,6822040.2,8956006.13,21752135.51,18677106.38,27589337.6,44226803.3
b_0,651.27,935.33,855.46,1796.24,,4619.51,875886.73,2868486.29,2316124.32,3156542.05,40349943.99,10197740.08,28306319.44,53792122.79,29451139.74,43790234.0
f_0,,620.04,1067.36,1391.69,1743.22,5205.97,709466.12,3124894.6,2269707.42,3938411.52,7051884.32,75584466.69,22329926.61,29605702.75,64167437.67,46882063.99
h_0,2015.19,1325.66,1549.77,2704.96,1726.21,6695.03,,4486396.62,6002004.33,6433250.73,4925363.09,11937303.86,,28555327.74,,91627455.55
a_0,666.41,703.73,868.4,1755.03,1494.88,,855796.35,3397201.54,2862291.13,3524731.24,4599836.22,6689006.47,33188462.35,222233752.78,,56010513.58
e_0,729.28,,855.3,2357.1,2117.05,,766253.34,3568984.56,,4207912.43,6376125.17,7320044.82,,,387807739.28,
g_0,703.95,1443.01,1505.47,1784.48,3245.56,9440.82,1305234.11,4711534.83,,5734198.38,9603478.07,26808235.76,31495654.06,23861660.46,,
