,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.77,1.74,1.5,1.78,3.29,24.52,43.97,33.84,32.81,43.11,54.62,71.46,84.25,132.84,146.13
f_1,1.29,1.0,1.44,1.21,1.71,2.82,16.06,27.61,29.15,27.7,42.01,37.26,60.79,87.89,95.56,175.5
c_1,0.57,0.69,1.0,1.15,1.58,2.38,16.13,15.3,23.71,20.58,28.0,32.41,45.68,54.3,78.77,107.34
d_1,0.67,0.84,0.88,1.0,1.1,1.86,15.92,21.23,16.96,27.71,30.3,30.53,52.93,68.17,81.02,67.57
b_1,0.57,0.58,0.64,0.91,1.0,2.67,11.93,14.14,15.02,19.59,23.35,24.67,47.22,49.23,57.44,74.92
a_1,0.3,0.36,0.42,0.53,0.37,1.0,7.45,9.09,11.83,9.98,14.61,13.45,22.85,27.99,35.79,46.85
h_1,0.04,0.06,0.06,0.06,0.08,0.13,1.0,1.23,1.46,1.36,1.8,2.06,3.32,4.6,4.91,6.96
d_0,0.02,0.04,0.07,0.05,0.07,0.11,0.78,1.0,0.95,1.1,1.51,1.57,2.77,3.23,4.67,5.21
g_1,0.03,0.03,0.04,0.06,0.06,0.08,0.68,1.03,1.0,1.12,1.49,1.72,2.09,3.37,3.82,4.54
c_0,0.03,0.04,0.05,0.04,0.05,0.09,0.74,0.96,0.93,1.0,2.02,1.48,2.4,3.23,4.0,4.56
b_0,0.02,0.02,0.04,0.03,0.04,0.06,0.59,0.68,0.66,0.49,1.0,1.02,1.39,3.26,2.27,3.74
f_0,0.02,0.03,0.03,0.03,0.04,0.08,0.48,0.62,0.58,0.67,1.0,1.0,1.55,2.1,3.51,2.42
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.31,0.37,0.47,0.4,0.67,0.66,1.0,1.13,1.54,2.0
a_0,0.01,0.01,0.02,0.01,0.02,0.03,0.21,0.33,0.32,0.32,0.34,0.43,0.84,1.0,1.37,1.67
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.2,0.22,0.25,0.26,0.44,0.28,0.67,0.7,1.0,1.26
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.14,0.19,0.22,0.21,0.28,0.43,0.49,0.64,0.83,1.0
