,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.9,2.66,1.54,1.63,1.27,1.31,4.06,7.15,6.62,3.97,6.66,2.97,10.83,7.4,4.06,9.09
e_1,1.71,5.92,1.33,1.8,1.44,1.34,5.91,12.32,5.85,5.44,7.05,7.26,10.76,9.1,4.17,10.81
d_1,1.87,1.28,6.62,1.34,1.45,1.52,5.17,3.09,13.98,5.6,9.41,8.43,12.02,8.01,8.43,11.02
c_1,1.62,1.48,1.26,6.68,2.73,1.29,5.43,6.13,3.52,5.22,4.69,6.82,9.52,7.08,8.33,9.21
b_1,1.34,1.26,1.56,1.46,7.0,3.41,5.9,7.08,6.05,6.29,3.76,7.33,11.22,5.93,6.18,9.76
a_1,1.54,1.25,1.81,1.36,1.68,10.05,7.07,7.81,7.3,6.42,8.13,8.86,12.09,3.79,8.99,14.33
h_1,2.68,1.7,2.21,1.8,1.52,1.45,17.61,7.96,8.86,9.75,9.49,8.41,8.16,8.63,9.9,18.44
d_0,1.99,1.94,1.17,3.7,1.88,1.46,7.56,15.77,4.84,6.4,8.43,8.41,13.9,8.82,8.52,12.68
c_0,2.25,1.94,2.09,1.11,1.67,1.98,7.22,8.96,16.2,7.07,19.1,8.26,14.45,10.83,11.27,14.91
g_1,1.32,1.63,3.49,1.89,1.63,1.57,6.41,8.09,7.81,22.84,9.5,14.71,15.33,10.38,11.36,9.54
b_0,2.35,2.25,2.03,2.06,0.86,1.39,6.83,7.79,8.46,7.74,20.1,9.93,13.1,21.5,12.5,14.3
f_0,1.34,1.49,2.39,2.07,1.91,1.7,7.32,8.7,9.01,7.83,10.21,22.57,15.62,10.38,23.53,14.38
h_0,2.46,1.99,2.1,1.87,1.73,1.82,4.42,8.61,9.37,9.14,8.99,9.47,7.17,8.36,8.11,18.22
a_0,1.88,1.83,2.34,2.16,1.56,0.77,7.03,8.52,9.79,8.09,11.97,11.55,14.16,26.16,8.82,16.68
e_0,1.79,1.07,2.28,2.05,2.36,1.92,7.47,6.77,10.32,6.84,10.42,9.17,16.91,8.41,29.27,14.03
g_0,1.58,1.65,3.28,1.63,1.88,1.6,6.75,8.02,8.01,6.45,8.25,15.94,11.85,10.62,10.74,9.72
