,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,9251.04,5641.83,2870.76,5221.74,7588.72,36172.3,2992889.12,7603656.25,12541956.83,16336295.31,23994945.24,14846957.11,127376109.57,83158402.96,103690219.16,272538697.55
e_1,2888.06,12573.7,3216.26,6345.29,7164.62,37068.08,3187765.6,9555330.35,14230872.4,29367561.57,25483816.6,31583754.99,130063526.67,96579910.43,75423776.17,287448161.02
d_1,2656.02,2947.02,13984.54,5328.56,7286.06,44910.1,3119100.88,8285535.03,24195206.78,7247840.64,26987616.66,31623885.29,128211562.53,91861905.36,150701214.17,348098223.17
c_1,2528.07,2524.5,3073.43,24432.57,16727.88,38933.42,3166927.66,7893601.07,5716396.88,13037562.67,18985812.7,31673284.65,124357444.58,87182977.16,139106600.7,341859969.03
b_1,2549.93,2976.96,3789.94,5085.3,41203.54,79766.87,3424346.53,8105941.9,13605068.46,13323219.05,12007595.66,36308346.6,120244154.2,67867866.17,155489015.48,283183197.63
a_1,2321.19,2758.4,4231.25,6409.0,8904.9,313205.96,3288809.66,7458814.98,13016984.85,13997946.93,17887952.19,28881516.4,121133536.19,46163695.19,156136538.25,426469423.75
h_1,3626.86,3743.51,4504.78,6870.59,8866.33,51017.94,8842861.27,12413505.32,12665903.07,17768780.95,30937310.63,39962041.67,117168740.29,113236903.37,163339075.9,531979914.71
g_1,2226.29,3587.53,6418.51,6523.91,8394.53,54237.74,3743577.18,30323840.61,18811516.2,18432191.23,26420221.44,60140405.92,175840484.59,113542712.91,210558041.8,214991366.05
c_0,3796.19,3832.26,4342.61,4063.37,7973.59,55390.91,4145808.98,9744775.54,32146484.96,20614242.41,55067524.55,39470445.13,156880293.21,136603248.51,204018972.18,476837810.59
d_0,3082.86,3632.86,2774.77,12869.21,9933.88,50796.56,3647303.34,10977043.69,11041246.03,36871022.93,25653280.16,41291267.98,160549797.97,109965615.05,192028934.12,325249055.8
b_0,3160.71,3880.11,4546.58,8015.85,6174.83,36489.61,4626209.2,10880544.52,16227580.89,22235659.26,62545830.35,39697350.9,189094311.59,230307174.37,231725252.35,461498740.0
f_0,2491.67,3418.84,5119.13,7512.38,10255.84,52021.29,4110360.59,10676960.66,16609355.47,18027149.1,31395457.95,85626579.23,174424626.14,105435781.47,380440098.25,425958829.52
h_0,3916.24,3577.28,5106.28,6718.39,10474.93,45242.21,2399140.81,12452687.12,16831167.74,18531631.57,23861050.17,40700635.51,88844170.69,102254611.55,194124243.42,474708339.09
a_0,3335.12,3990.04,4839.54,7591.78,9677.92,22621.11,4036649.62,11804109.66,18058440.38,19753497.39,27175084.91,39280845.89,209538138.43,276590342.73,197205580.61,448335653.59
e_0,4223.54,2136.78,5121.82,6753.55,10545.19,35376.94,4731350.32,10402253.27,18416334.53,18170906.27,29944997.15,40625017.69,202588168.22,123067578.82,518564433.53,387235299.57
g_0,2764.54,3157.97,6469.94,6928.6,11885.23,49240.14,3592052.77,5383590.77,15876024.78,16647609.43,25841338.41,61901665.64,156009499.88,130710662.06,193765069.14,285245672.06
