,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,a_0,g_0,e_0
e_1,11060.57,5175.58,9129.82,5426.09,10686.58,35831.77,4489617.67,20790213.43,13787510.85,20356488.88,38554953.0,42754300.36,167566912.4,196672236.76,344024218.2,257512230.34
f_1,6825.83,14104.52,6446.39,6279.47,9316.05,36613.16,4344913.73,10644954.25,11597540.05,19525819.28,21944623.78,41749269.15,142622320.84,172532643.31,329220767.77,234932520.43
c_1,3702.18,4746.95,20544.2,6660.68,20008.59,37519.42,4127551.21,10969641.45,11574101.59,9573744.33,35023066.79,31662984.43,166328175.4,169368702.11,354662988.96,295654959.36
d_1,3839.96,5880.71,5043.11,22174.03,10431.28,38839.02,5066078.12,6698999.69,13974271.48,36340035.47,38617404.93,51098336.91,177305356.92,180969941.89,428432064.96,334021568.59
b_1,3582.67,4758.21,6536.46,7379.98,37037.7,83671.71,4852954.11,10432390.24,13937778.77,17650206.24,38085778.48,28902057.43,159724023.33,158338942.21,278147282.74,313035386.76
a_1,3889.64,4508.49,6899.35,9236.81,11975.94,176334.96,4775138.03,11193674.84,14838741.44,19987586.85,39735297.05,44233287.0,153085227.6,107423379.76,320931934.85,381337917.61
h_1,4066.41,7223.95,7755.79,8628.76,11684.42,37321.1,9879227.09,10380740.26,19768890.77,21059407.85,38527194.11,40592013.9,138300841.1,203382790.83,446657593.37,356162938.05
d_0,4163.01,5284.55,14474.43,5568.19,11895.14,35872.03,5121814.36,19302795.32,14268501.78,12949464.12,37396242.3,40021533.45,171118321.7,224049875.77,350707536.32,397367054.22
g_1,3961.98,5254.95,7809.64,12291.89,11130.14,38239.0,5467874.13,11759432.32,34586017.87,20804169.76,59812477.7,43654440.5,153712904.17,181319933.55,286906946.57,381179144.42
c_0,5045.0,6479.86,5316.45,9172.05,8574.03,33873.07,6031388.2,14030598.82,16044459.09,38569793.07,45644013.12,93863315.22,179740614.21,256206800.22,415032970.78,389945631.71
f_0,3937.07,4899.47,8893.55,8472.84,12352.76,32963.45,5855862.23,12922821.0,15715098.8,22126689.93,66717880.63,53196335.23,212075838.22,213038998.51,422845229.2,735140583.88
b_0,4638.98,6754.8,8113.92,7534.97,8466.54,27333.63,5915814.39,15561354.05,14963003.52,23927676.68,39778579.18,97991999.19,183495335.0,466037870.39,362408774.61,403829857.58
h_0,4366.36,7303.53,6773.03,9295.81,12513.28,39746.18,4050177.92,11748390.6,18958983.32,23317942.68,36673952.38,49125441.97,129232084.11,208923200.83,487669761.34,373385840.69
a_0,4688.33,6040.56,8882.15,7301.29,11539.65,29667.86,6245819.59,15012041.26,15607860.41,20743597.71,44194950.06,53670291.94,182644138.18,470593159.63,365696335.65,439520221.43
g_0,4052.44,4919.58,6472.64,12251.1,12479.29,36321.09,5643837.67,11364100.98,13243193.17,26623347.78,63932928.96,53234224.36,166547577.96,190173682.81,336388082.32,459054453.49
e_0,3436.57,6383.37,8562.77,10116.58,12308.96,29667.86,5778445.33,12352765.38,16601288.58,22365064.91,36694219.83,45435167.78,201835789.06,244756750.26,413395857.7,853925001.63
