,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.04,1.08,1.5,1.58,1.49,1.32,0.62,0.66,0.46,0.6,0.46,0.56,0.35,0.36,0.49,0.35
f_1,1.7,1.04,1.44,1.55,1.37,1.13,0.5,0.59,0.44,0.48,0.45,0.46,0.27,0.38,0.35,0.34
d_1,1.66,1.64,1.04,1.63,1.31,1.09,0.56,0.41,0.51,0.58,0.48,0.43,0.34,0.35,0.4,0.25
c_1,1.42,1.71,1.94,1.04,1.88,1.28,0.64,0.69,0.54,0.34,0.48,0.46,0.4,0.43,0.36,0.36
b_1,1.79,2.2,2.22,1.23,1.05,2.02,0.74,0.72,0.72,0.52,0.67,0.53,0.48,0.46,0.49,0.46
a_1,2.67,2.97,3.01,2.59,1.4,1.07,1.17,0.97,0.86,0.93,1.08,0.82,0.72,0.76,0.81,0.69
h_1,4.09,4.3,3.99,4.28,3.77,3.25,1.22,1.6,1.24,1.28,1.19,1.1,1.05,1.05,1.05,0.92
g_1,5.0,4.91,4.99,4.77,4.29,3.81,1.55,1.22,1.4,1.44,1.47,1.56,1.03,1.35,1.26,1.17
c_0,5.22,5.39,3.63,6.91,4.73,3.93,1.95,1.71,1.33,1.96,1.78,1.39,1.14,1.27,1.29,1.05
d_0,3.62,5.02,6.06,5.89,5.64,3.88,2.08,2.17,1.43,1.33,1.44,1.45,1.28,1.32,1.24,1.24
b_0,5.35,5.37,4.65,6.51,5.83,3.84,2.12,1.96,1.17,1.88,1.32,1.46,1.3,1.6,1.32,1.17
f_0,5.08,6.78,5.54,6.58,6.25,4.46,2.23,1.61,1.72,1.82,1.75,1.34,1.3,1.58,1.8,0.91
h_0,7.33,8.08,7.3,7.16,5.93,4.5,3.1,2.44,2.01,2.25,1.96,2.03,1.74,1.73,1.73,1.69
a_0,7.98,7.7,7.23,7.82,8.59,7.18,2.97,2.76,2.04,2.22,1.55,2.11,1.7,1.53,1.67,1.49
e_0,8.84,11.35,7.42,8.8,7.94,5.36,2.81,2.51,2.13,2.28,2.34,1.39,1.61,2.09,1.46,1.41
g_0,8.06,8.75,8.89,8.97,7.45,5.79,2.65,3.26,2.34,2.67,2.4,2.6,1.52,1.89,1.98,1.83
