,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.48,0.71,0.41,0.47,0.44,0.29,0.45,0.57,0.5,0.52,0.55,0.2,0.53,0.48,0.42,0.47
e_1,0.47,1.5,0.41,0.43,0.48,0.42,0.55,0.88,0.5,0.41,0.65,0.51,0.71,0.42,0.28,0.62
d_1,0.55,0.53,1.56,0.39,0.5,0.3,0.49,0.29,0.94,0.39,0.53,0.6,0.63,0.54,0.43,0.53
c_1,0.49,0.48,0.52,1.56,0.7,0.36,0.45,0.45,0.2,0.51,0.46,0.5,0.57,0.5,0.5,0.53
b_1,0.46,0.49,0.37,0.43,1.58,0.64,0.67,0.63,0.54,0.48,0.33,0.57,0.65,0.33,0.39,0.63
a_1,0.56,0.52,0.64,0.51,0.35,1.75,0.57,0.62,0.55,0.6,0.49,0.62,0.63,,0.59,0.49
h_1,1.03,0.6,0.7,0.83,0.57,0.64,1.69,0.71,0.87,0.93,0.7,0.7,0.52,0.85,0.67,1.03
d_0,0.86,0.61,0.46,1.29,0.7,0.59,1.08,1.49,0.86,0.83,0.88,0.78,1.02,0.78,0.7,0.81
c_0,0.96,0.84,0.59,0.62,0.61,0.68,0.91,0.83,1.54,0.84,1.51,0.92,0.98,0.91,0.82,0.89
g_1,0.68,0.77,1.23,0.75,0.63,0.48,0.69,0.81,0.79,1.79,0.85,1.17,0.83,0.59,0.67,0.41
b_0,0.96,0.65,0.96,0.97,0.29,0.64,1.05,0.99,0.84,0.8,1.53,0.7,0.96,1.27,0.74,0.72
f_0,0.63,0.62,0.88,0.83,0.76,0.59,1.19,1.0,1.18,0.83,0.95,1.65,0.99,0.88,1.48,0.97
h_0,1.2,0.67,0.83,0.76,0.71,0.74,0.42,0.89,0.86,1.01,0.91,0.86,0.52,0.59,0.8,1.04
a_0,0.94,0.85,0.85,0.95,0.78,,1.07,1.02,1.11,0.96,0.92,0.77,1.18,1.66,0.71,0.68
e_0,0.95,0.51,0.94,0.88,0.87,0.72,1.36,1.12,1.07,0.87,1.08,0.61,0.94,0.85,1.7,1.19
g_0,0.88,0.56,1.16,0.81,0.59,0.83,0.96,0.8,1.06,,1.26,1.22,0.95,0.85,0.82,0.71
