,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.76,1.04,1.21,1.05,0.96,0.94,1.09,0.98,1.36,0.97,1.11,1.05,1.0,1.1,1.2
f_1,1.33,1.0,0.89,0.98,0.96,0.96,0.87,1.07,0.85,0.9,1.0,0.8,0.8,0.91,0.7,1.03
d_1,0.96,1.14,1.0,0.97,0.93,1.01,1.0,0.82,1.24,1.06,0.99,0.99,0.99,1.11,0.97,0.87
c_1,0.83,1.02,1.05,1.0,1.4,0.92,1.0,1.1,0.77,0.75,0.89,0.91,1.01,0.86,1.03,0.96
b_1,0.94,1.05,1.06,0.7,1.0,1.47,1.11,1.01,1.17,1.05,0.94,1.01,1.2,0.95,1.1,0.98
a_1,1.05,1.02,1.0,1.08,0.68,1.0,1.23,1.0,1.08,1.05,1.33,1.13,1.3,1.2,1.15,1.0
h_1,1.07,1.16,0.99,0.99,0.86,0.83,1.0,1.2,0.97,0.87,0.93,1.06,0.97,0.93,0.87,1.25
g_1,0.92,0.9,1.17,0.95,1.03,0.96,0.89,1.0,0.98,0.93,1.02,1.35,0.83,0.92,1.01,0.86
c_0,1.0,1.09,0.79,1.23,0.93,0.92,1.0,0.98,1.0,1.17,1.33,1.02,1.07,1.07,1.21,1.01
d_0,0.75,1.15,0.99,1.36,0.99,0.91,1.14,1.03,0.81,1.0,0.96,0.95,1.07,0.84,1.02,0.97
b_0,0.99,1.03,1.01,1.16,1.05,0.72,1.09,0.98,0.75,1.01,1.0,0.98,0.96,1.4,0.94,0.96
f_0,0.85,1.19,1.0,1.16,0.98,0.92,0.96,0.74,0.99,0.98,1.02,1.0,1.13,1.09,1.68,0.84
h_0,0.91,1.24,1.03,0.97,0.9,0.74,1.0,1.22,0.9,0.93,1.04,0.85,1.0,1.08,1.05,1.07
a_0,0.99,1.09,0.92,1.15,0.95,0.99,1.12,1.1,0.98,1.24,0.71,1.01,0.94,1.0,1.23,1.07
e_0,0.98,1.33,1.04,1.02,0.92,0.91,1.19,0.99,0.92,0.95,1.04,0.7,1.07,0.83,1.0,1.03
g_0,0.84,0.96,1.21,1.06,1.01,0.95,0.78,1.16,0.97,0.94,1.05,1.17,0.91,0.96,1.0,1.0
