,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.04,1.1,1.42,1.74,1.49,1.24,0.59,0.61,0.57,0.45,0.45,0.53,0.33,0.39,0.46,0.34
f_1,1.69,1.04,1.44,1.46,1.33,1.25,0.47,0.57,0.49,0.43,0.45,0.47,0.27,0.36,0.36,0.34
d_1,1.94,1.69,1.04,1.59,1.53,1.28,0.52,0.41,0.63,0.53,0.47,0.4,0.34,0.38,0.36,0.25
c_1,1.44,1.71,1.94,1.05,1.9,1.36,0.71,0.65,0.35,0.54,0.44,0.47,0.4,0.48,0.52,0.35
b_1,1.7,1.93,1.88,1.17,1.05,1.95,0.63,0.65,0.54,0.7,0.64,0.58,0.42,0.5,0.54,0.37
a_1,2.48,2.66,2.37,2.29,1.43,1.06,1.05,0.99,0.75,0.76,0.9,0.74,0.59,0.79,0.6,0.56
h_1,4.59,4.93,4.69,3.75,3.79,3.25,1.23,1.74,1.4,1.39,1.3,1.15,1.1,1.04,1.05,1.03
g_1,4.73,5.06,5.43,4.77,4.39,3.36,1.49,1.25,1.45,1.46,1.33,1.48,0.89,1.29,1.29,1.0
d_0,3.68,4.85,5.43,5.98,5.13,3.77,2.1,2.08,1.32,1.5,1.38,1.44,1.2,1.48,1.39,1.14
c_0,5.24,5.8,3.69,6.96,4.71,4.24,2.04,1.85,2.17,1.31,1.75,1.51,1.15,1.41,1.22,1.0
b_0,5.64,5.82,4.94,6.73,6.33,4.17,2.44,2.13,1.91,1.21,1.35,1.56,1.6,1.48,1.34,1.12
f_0,5.53,6.96,6.11,5.77,5.3,4.45,2.24,1.56,1.79,1.77,1.57,1.36,1.36,1.57,1.56,0.92
h_0,7.21,8.44,7.43,7.29,7.34,5.69,3.13,2.9,2.41,2.14,1.99,2.09,1.84,1.77,1.74,1.51
a_0,7.36,7.75,7.61,7.57,8.64,5.49,3.17,2.87,2.31,1.92,1.55,1.99,1.79,1.43,1.88,1.61
e_0,7.63,10.41,7.91,7.16,6.09,6.04,2.94,2.37,2.49,2.58,2.38,1.44,1.98,2.03,1.41,1.34
g_0,8.84,9.4,9.84,8.77,8.71,6.82,2.75,3.48,3.01,2.74,2.63,2.62,1.72,2.38,2.16,2.04
