,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.67,6.79,4.96,5.76,6.17,5.54,1.75,2.01,2.35,2.07,2.84,,1.13,2.3,1.88,2.18
e_1,3.55,0.67,6.06,7.67,6.15,4.77,2.85,1.9,3.73,2.08,1.99,2.18,1.44,2.08,1.98,
d_1,7.03,6.64,0.66,5.91,5.6,6.23,2.65,,1.54,2.29,2.23,1.77,1.81,2.38,1.12,1.72
c_1,5.69,5.48,6.46,0.65,5.56,6.12,2.58,1.35,3.48,,2.09,2.53,1.88,2.35,1.2,
b_1,6.82,6.76,6.0,4.14,0.63,,3.0,3.08,2.7,2.6,,2.19,1.62,,1.65,2.07
a_1,7.07,8.35,6.28,6.28,,0.57,3.23,3.64,3.77,3.11,2.7,2.65,2.66,,2.01,
h_1,6.0,4.56,5.05,5.23,4.41,4.57,0.63,1.5,2.06,1.77,1.4,1.53,,1.83,1.83,1.22
d_0,4.58,3.35,,5.81,4.46,3.7,2.06,0.71,2.59,2.0,1.4,1.5,1.86,1.39,1.55,1.44
g_1,5.71,5.65,7.76,4.31,4.88,4.46,2.04,1.98,0.58,2.13,2.19,2.51,1.3,,,
c_0,6.08,4.73,3.0,,5.34,3.87,2.22,1.68,2.34,0.7,2.25,1.36,1.38,1.76,1.35,2.09
b_0,5.04,6.36,5.32,6.57,,4.68,2.84,2.28,1.81,1.08,0.69,1.61,1.36,2.21,1.64,1.35
f_0,,4.77,6.76,4.38,4.91,5.48,3.11,2.36,1.24,1.96,1.81,0.7,2.17,1.59,0.96,2.03
h_0,5.75,5.59,3.85,3.74,5.4,3.74,,1.46,2.07,1.72,1.8,1.27,,1.35,1.34,1.55
a_0,5.51,6.58,6.52,5.67,,,2.54,2.65,,1.82,1.16,1.89,1.96,0.62,2.07,
g_0,4.94,4.5,6.14,5.65,4.38,5.69,1.74,1.74,,1.88,1.75,2.63,0.96,1.48,,
e_0,5.27,,6.74,,5.76,,2.5,3.03,,2.29,2.11,1.45,1.89,,,0.59
