,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.06,2.15,1.98,2.12,2.0,1.72,0.6,0.57,0.91,0.63,0.54,0.7,0.35,0.48,0.55,0.56
e_1,1.42,1.06,2.19,2.58,2.15,1.93,0.84,0.66,0.79,0.72,0.64,0.8,0.53,0.58,0.88,0.51
d_1,2.49,2.37,1.06,2.0,1.84,1.87,0.8,0.72,0.52,0.95,0.67,0.6,0.48,0.56,0.6,0.35
c_1,2.53,1.8,3.13,1.06,3.27,1.75,0.85,0.82,0.86,0.41,0.59,0.58,0.52,0.56,0.51,0.49
b_1,2.54,2.65,2.48,1.28,1.06,2.89,1.16,0.86,0.86,0.82,1.04,0.65,0.63,0.61,0.59,0.59
a_1,3.39,3.2,2.93,3.95,1.71,1.07,1.2,0.93,1.23,1.18,1.22,1.03,0.94,1.65,0.82,0.72
h_1,5.8,5.08,5.42,5.72,4.58,3.75,1.32,1.62,2.27,1.49,1.51,1.44,1.55,1.35,1.37,1.23
c_0,7.24,7.0,4.01,13.68,6.33,5.42,2.5,1.47,2.25,2.39,2.19,1.68,1.55,1.95,1.5,1.4
g_1,6.18,6.94,6.8,6.42,6.45,5.99,2.02,1.8,1.33,2.01,1.8,1.9,1.18,1.52,1.35,1.41
d_0,6.27,4.46,7.79,8.66,6.5,4.81,2.94,2.05,2.83,1.52,2.04,1.75,1.63,1.86,1.77,1.36
b_0,8.07,7.27,5.95,8.74,10.49,5.92,2.75,1.38,2.93,2.16,1.47,1.91,1.86,2.23,1.73,1.3
f_0,11.91,7.32,7.17,8.0,7.31,6.47,3.6,2.23,1.9,2.69,2.22,1.52,1.98,2.11,2.47,1.16
h_0,9.32,8.47,8.23,8.57,8.21,6.52,4.21,2.4,3.44,2.47,2.34,2.21,2.59,1.97,2.24,2.23
a_0,11.59,9.64,8.02,9.37,11.63,9.94,3.26,2.46,3.89,2.88,1.68,2.28,2.5,1.59,2.27,2.22
e_0,11.77,11.82,9.01,9.91,9.86,9.48,4.31,2.92,4.6,3.07,2.89,1.53,2.27,2.31,1.58,1.95
g_0,10.09,9.67,11.37,10.12,9.81,7.85,3.19,3.16,4.53,3.47,3.31,3.42,2.08,2.72,2.6,2.81
