,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,1.0,1.36,0.9,1.03,0.83,0.84,0.56,0.74,0.67,0.65,0.6,0.54,0.53,0.49,0.43,0.61
e_1,0.74,1.0,0.81,1.03,1.14,0.92,0.76,0.67,0.66,0.93,0.62,0.63,0.72,0.62,0.73,0.56
d_1,1.11,1.23,1.0,0.92,0.86,0.83,0.69,0.52,0.84,0.53,0.69,0.66,0.52,0.59,0.56,0.43
c_1,0.97,0.97,1.08,1.0,1.33,0.85,0.67,0.52,0.53,0.5,0.55,0.57,0.56,0.65,0.52,0.62
b_1,1.21,0.88,1.16,0.75,1.0,1.21,0.71,0.73,0.68,0.64,0.61,0.66,0.62,0.72,0.75,0.64
a_1,1.19,1.09,1.2,1.18,0.83,1.0,1.0,0.92,0.69,0.81,0.77,0.68,0.62,0.72,0.74,0.72
h_1,1.77,1.29,1.47,1.57,1.37,1.02,1.0,1.28,0.97,0.75,1.0,0.76,0.81,0.79,0.64,0.88
g_1,1.47,1.42,1.85,1.89,1.29,1.12,0.78,1.0,0.76,0.94,0.95,1.06,0.82,0.71,0.89,0.7
c_0,1.64,1.5,1.15,1.84,1.4,1.38,0.99,1.37,1.0,1.02,1.38,0.9,0.96,0.88,0.9,0.84
d_0,1.59,1.04,1.84,1.98,1.55,1.27,1.38,1.06,0.9,1.0,1.02,0.9,0.97,0.85,0.67,1.01
b_0,1.62,1.43,1.44,1.93,1.65,1.16,1.09,1.03,0.78,1.05,1.0,1.1,1.25,0.96,0.73,0.83
f_0,1.69,1.61,1.52,1.82,1.46,1.44,1.32,1.02,1.09,1.17,0.9,1.0,0.92,1.07,1.34,0.75
a_0,1.81,1.34,2.04,1.82,1.69,1.49,1.25,1.16,1.02,0.96,0.78,1.09,1.0,1.16,1.08,0.92
h_0,2.16,1.54,1.75,1.65,1.43,1.39,1.27,1.42,1.13,1.18,1.08,0.94,0.83,1.0,1.09,1.09
e_0,2.4,,1.81,1.98,1.36,1.41,1.56,1.16,1.13,1.49,1.39,0.69,0.86,0.85,1.0,0.94
g_0,1.75,1.67,2.35,1.66,1.5,1.39,1.13,1.52,1.22,1.01,1.1,1.41,1.08,0.9,0.95,1.0
