,e_1,f_1,c_1,d_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,a_0,h_0,e_0,g_0
e_1,9451.25,1067.46,1707.35,1733.29,2712.87,16069.14,1312580.37,3027010.28,8547301.26,10181843.03,14946780.72,11234031.95,30383982.67,72763703.58,25129131.71,145676954.48
f_1,1639.66,11494.31,1809.62,2041.03,2294.42,17043.38,1148366.88,2413050.6,3313616.83,9770553.91,3569398.36,15200487.18,27469002.8,61527561.32,48533568.64,136770093.78
c_1,1115.0,1177.36,17891.17,1785.9,3705.34,17173.89,1297569.6,2623623.96,3405613.88,2629895.35,14218608.1,12424131.27,36493013.02,66465184.63,54851315.71,135667279.0
d_1,1081.46,1124.65,1319.49,22208.01,2121.93,18170.83,1309356.28,3575340.0,824596.74,20359834.17,15622749.4,18692174.57,42988068.98,56445024.88,66215792.2,146347329.7
b_1,847.26,1138.47,1720.62,2119.07,26811.98,31994.3,1293847.72,2423619.93,4471276.07,11861355.55,13983150.53,4390783.21,21484273.81,54184961.17,61926245.65,172018327.49
a_1,823.34,1477.13,1920.38,1735.64,2372.04,346385.54,1492715.03,2376397.86,3748496.53,13053789.0,11397148.42,12559038.43,4620486.33,60202119.16,96901666.39,91641743.48
h_1,1763.85,3000.91,2993.37,3238.38,3643.31,27830.29,8164015.35,6311942.67,6288000.46,20039983.08,17325230.43,25893751.22,52548780.41,27210721.38,117993554.52,274683750.22
g_1,1396.91,1680.81,3051.47,6477.89,3061.78,27519.28,1847225.79,23061100.36,5204778.63,22470714.82,35058270.64,27412365.02,49198417.78,92114040.6,122092861.11,96100624.72
d_0,1617.07,2679.0,5722.94,1010.84,3980.32,29621.33,1851309.79,4161121.15,17935514.62,15855113.07,18075877.4,17781608.87,47128960.53,106777091.96,85404858.51,303250860.24
c_0,1696.93,2622.8,1438.31,4165.02,3628.78,27321.67,2023966.53,6047869.69,5439562.09,63906749.13,25352323.49,53225085.14,70676327.88,117967115.49,127316502.04,266748441.88
f_0,2027.8,528.59,3413.05,3055.79,3761.11,35971.57,2487364.4,5251923.98,7729425.42,22966709.49,79626910.29,33881551.02,93119206.19,115748156.31,263919044.54,300728620.2
b_0,1916.06,2279.58,3712.57,4738.29,1016.61,21806.57,2378612.45,6378612.56,5181840.9,21338210.64,25118246.64,87960870.59,103599966.84,92899103.45,125521789.12,246786181.83
a_0,1870.35,2401.6,2610.29,4079.88,3984.0,,2182121.57,5742620.65,5479729.86,24654223.25,29989605.01,25085117.44,241601333.19,120752844.96,151259207.25,261843112.25
h_0,1645.87,3437.0,2444.37,4372.57,3427.95,23336.44,675391.23,5727196.59,6148138.38,22063015.16,19528854.32,21306669.89,74068864.77,38902132.74,98878398.53,302222019.32
e_0,429.99,2802.13,2969.78,4463.81,4535.97,36353.16,2624484.07,5155148.8,5534045.8,27173337.47,24820456.57,26435233.08,42387367.44,118572075.05,545033854.9,230390017.28
g_0,1705.77,2407.0,3492.76,5597.99,2712.97,29022.85,2322254.54,1536278.91,5247433.82,14817129.99,33477320.15,22917608.67,57317425.31,91387183.14,141890983.29,103962583.94
