,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,5.78,1.29,1.19,1.67,1.25,1.17,4.37,4.8,5.32,12.21,6.99,7.3,6.99,8.81,3.45,7.95
f_1,2.08,5.81,1.31,1.33,1.27,1.15,4.42,3.8,5.04,5.2,5.85,2.03,6.2,8.17,4.17,7.73
d_1,1.24,1.52,6.03,0.92,1.34,1.3,5.29,5.22,11.33,2.23,7.32,6.89,6.52,9.74,6.51,10.21
c_1,1.31,1.19,1.28,7.14,2.39,1.19,4.34,4.01,1.54,6.25,6.04,6.14,5.58,7.67,6.09,10.26
b_1,1.29,1.31,1.44,1.09,7.82,2.73,4.41,4.33,5.3,5.07,1.77,6.21,3.84,9.92,6.5,8.74
a_1,1.29,1.4,1.18,1.45,1.2,11.13,5.12,4.83,7.23,5.71,5.99,7.26,3.25,10.24,5.83,9.81
h_1,1.32,2.25,1.65,1.64,1.12,1.52,14.87,8.07,7.75,6.37,6.98,8.16,8.2,5.48,8.34,12.94
g_1,1.55,1.35,2.41,1.7,1.24,1.4,5.1,17.22,7.59,7.66,6.68,11.13,6.55,11.69,10.11,7.2
c_0,1.49,1.86,1.91,1.0,1.48,1.17,5.75,6.69,16.17,7.34,14.09,10.18,8.95,12.63,9.89,12.31
d_0,1.63,1.39,0.74,3.62,1.42,1.16,5.09,6.16,5.05,16.1,7.67,8.49,7.17,13.27,7.74,11.71
b_0,1.57,1.83,1.81,1.75,0.73,0.98,7.26,6.9,7.07,6.23,17.48,8.22,19.58,14.64,9.42,13.81
f_0,1.31,1.02,1.71,1.72,1.58,1.54,6.78,5.9,8.47,8.12,10.41,18.35,10.0,14.58,19.86,14.1
a_0,1.56,1.8,1.86,1.64,1.57,0.78,6.1,6.19,8.26,6.82,7.58,9.45,21.66,14.79,9.07,9.59
h_0,1.35,2.41,1.98,1.65,1.62,1.19,3.7,7.17,7.74,7.68,7.27,6.35,9.1,6.24,9.88,14.45
e_0,0.75,2.38,1.52,1.6,1.58,2.05,6.72,4.97,8.14,6.57,7.89,6.05,8.11,14.13,27.23,14.67
g_0,1.17,1.44,2.47,1.6,1.82,1.17,6.34,4.67,8.4,5.44,8.81,12.92,10.83,12.55,6.8,7.36
