,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.5,1.1,0.61,0.6,0.63,0.48,0.67,0.65,0.7,0.75,0.82,0.4,0.81,0.54,0.5,0.68
e_1,0.69,1.51,0.64,0.79,0.64,0.57,0.84,0.71,1.32,0.8,0.72,0.81,0.81,0.75,0.45,0.8
d_1,0.82,0.67,1.55,0.61,0.61,0.49,0.82,0.65,0.57,1.29,0.92,0.78,0.92,0.77,0.79,0.78
c_1,0.74,0.61,0.68,1.56,1.02,0.5,0.79,0.8,0.7,0.38,0.61,0.65,0.87,0.68,0.66,0.67
b_1,0.7,0.67,0.73,0.67,1.6,1.02,0.78,0.66,0.85,0.81,0.58,0.85,0.97,0.59,0.65,0.76
a_1,0.89,0.72,0.89,0.84,0.49,1.77,0.95,0.84,0.93,0.84,0.88,0.91,0.95,0.57,0.78,0.9
h_1,1.23,0.87,0.98,0.85,0.82,0.59,1.73,1.17,1.02,1.13,1.06,0.99,0.79,0.75,0.9,1.25
g_1,0.82,0.74,1.42,0.91,0.97,0.57,1.01,1.8,0.89,1.01,1.1,1.39,0.95,1.01,1.0,0.78
d_0,1.03,0.74,0.65,1.55,0.91,0.77,1.14,0.98,1.57,0.84,0.94,1.08,1.14,0.92,0.93,1.08
c_0,1.09,1.0,0.94,0.81,0.75,0.69,1.04,1.17,1.17,1.61,1.86,1.04,1.37,1.22,0.89,1.25
b_0,0.97,1.14,0.99,1.0,0.62,0.63,1.01,1.05,1.28,0.97,1.68,0.98,1.19,1.81,0.87,1.13
f_0,0.71,0.81,1.11,1.17,0.94,0.83,1.19,1.02,1.11,1.03,1.11,1.72,1.25,1.13,1.78,1.19
h_0,1.3,0.98,1.06,0.93,0.85,0.75,0.89,1.45,1.05,1.01,1.2,1.12,0.94,0.85,0.96,1.38
a_0,1.2,0.99,1.01,1.01,1.13,0.64,1.4,1.04,1.34,1.07,1.05,1.04,1.46,1.72,1.07,1.24
e_0,1.22,0.69,0.97,1.02,1.18,0.86,1.35,1.23,1.02,1.26,1.21,0.95,1.43,1.0,1.77,1.04
g_0,1.03,1.0,1.34,1.14,0.84,0.76,1.07,1.01,1.09,1.07,1.4,1.52,1.31,1.04,1.18,0.89
