,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.36,0.83,1.07,0.67,0.72,0.67,1.59,3.19,1.79,1.46,1.76,1.81,1.89,1.58,1.2,1.81
f_1,1.45,2.41,0.74,0.87,0.64,0.59,1.39,1.59,1.73,1.32,1.55,0.86,2.01,1.56,0.94,1.85
c_1,0.73,0.81,2.42,0.77,1.43,0.63,1.38,1.58,0.91,1.14,1.0,1.63,1.97,1.39,1.27,1.93
d_1,0.89,0.84,0.67,2.44,0.87,0.61,1.51,1.02,2.96,1.42,1.98,1.7,2.09,1.16,1.44,1.83
b_1,0.77,0.94,0.78,0.85,2.61,1.27,1.55,1.53,1.85,1.29,1.01,1.56,2.02,1.0,1.3,1.9
a_1,0.87,0.92,0.83,0.92,0.59,2.97,1.73,1.86,1.55,1.46,1.56,1.83,2.18,0.92,1.68,1.88
h_1,0.88,1.23,0.97,0.95,0.77,0.6,3.32,1.68,1.72,2.05,1.63,1.72,1.83,1.51,1.72,2.67
d_0,0.89,0.89,1.66,0.61,0.86,0.68,1.52,2.99,1.39,1.39,1.66,1.88,2.45,1.5,1.58,2.18
c_0,0.92,1.15,0.78,1.03,0.51,0.78,1.71,1.98,3.02,1.5,3.48,1.54,2.59,2.07,1.75,2.29
g_1,0.83,0.75,0.92,1.52,0.7,0.71,1.5,1.59,1.83,3.54,1.75,2.72,2.08,1.33,1.66,1.67
b_0,0.89,0.96,1.11,0.98,0.58,0.55,1.78,1.97,1.89,1.58,3.41,1.7,2.56,3.4,1.65,2.38
f_0,0.77,0.74,1.05,1.02,0.97,0.74,1.8,1.99,1.82,1.62,1.9,3.31,2.54,1.66,3.28,2.07
h_0,0.78,1.25,1.0,1.01,0.84,0.62,1.27,1.77,1.69,1.8,1.84,1.58,1.9,1.79,1.59,2.86
a_0,0.88,1.08,0.94,1.05,0.84,0.51,1.83,1.83,1.78,1.71,1.66,1.71,3.08,3.34,1.64,2.36
e_0,0.65,1.08,0.95,1.03,0.8,0.77,2.12,1.76,1.93,1.68,2.04,1.83,2.38,1.89,3.39,2.37
g_0,0.76,0.82,0.92,1.34,0.93,0.64,1.79,1.52,1.95,1.44,1.69,2.8,2.18,2.0,2.0,1.9
