,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.76,0.06,0.06,0.07,0.07,0.08,0.24,0.26,0.42,0.69,0.41,0.26,0.56,0.35,,0.69
f_1,0.14,5.86,0.09,0.08,0.06,0.04,0.34,0.24,0.39,0.38,0.45,,0.57,0.3,0.27,0.4
d_1,0.07,0.08,5.88,0.07,0.07,0.07,0.38,0.33,0.61,,0.45,0.47,0.38,0.25,0.36,0.61
c_1,0.1,0.08,0.05,6.51,0.15,0.07,0.24,0.37,,0.47,0.34,0.34,0.49,0.45,0.28,0.57
b_1,0.06,0.12,0.08,0.1,7.78,0.2,0.24,0.23,0.35,0.38,,0.19,0.48,0.4,0.29,0.45
a_1,0.07,0.05,0.06,0.07,0.08,12.05,0.38,0.25,0.32,0.53,,0.37,,,,0.51
h_1,0.27,0.41,0.34,0.28,0.32,0.24,13.54,1.24,1.63,0.76,1.37,1.16,,1.21,1.38,3.26
g_1,0.2,0.24,0.45,0.25,0.31,0.27,1.02,16.71,1.82,0.88,0.84,2.21,2.67,1.23,1.44,
c_0,0.4,0.36,0.4,,0.3,0.5,1.91,1.82,11.35,1.82,2.72,1.6,2.91,1.81,1.85,2.32
d_0,0.33,0.34,,0.89,0.37,0.27,1.67,1.23,1.52,11.39,1.89,2.4,2.32,1.29,2.56,3.16
b_0,0.4,0.34,0.29,0.26,,,1.11,1.16,1.74,2.22,13.33,2.03,3.82,4.06,2.03,2.86
f_0,0.27,,0.38,0.38,0.29,0.27,1.65,1.08,2.28,2.46,1.89,14.29,4.03,2.14,4.04,1.44
h_0,0.55,0.91,0.61,0.44,0.46,,,2.67,2.67,2.81,2.22,2.92,,3.1,4.69,5.05
a_0,0.52,0.34,0.59,0.37,0.52,,0.99,1.23,1.62,1.11,1.39,1.69,4.13,19.08,,3.34
e_0,,0.27,0.36,0.28,0.36,,1.31,1.8,1.95,2.65,2.13,2.19,2.27,,21.33,
g_0,0.35,0.59,0.76,0.51,0.55,0.55,2.35,,2.51,2.76,2.96,5.05,4.1,3.7,,
