,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,0.94,1.11,1.06,1.02,1.08,1.11,0.97,1.37,1.01,1.22,1.02,0.95,1.08,1.08
f_1,1.24,1.0,0.92,1.02,0.9,0.88,0.9,1.04,0.92,1.0,0.98,0.92,0.83,0.98,0.8,0.98
d_1,1.03,1.09,1.0,0.97,0.89,0.87,1.0,0.85,1.23,1.03,1.08,1.01,1.0,0.97,1.08,0.87
c_1,0.88,1.01,1.04,1.0,1.39,0.96,0.99,1.07,0.88,0.76,0.87,0.93,1.02,1.0,0.86,0.95
b_1,0.93,1.1,1.11,0.74,1.0,1.53,1.03,1.03,1.1,0.88,0.98,0.92,1.1,0.9,0.98,1.08
a_1,0.96,1.11,1.14,1.02,0.66,1.0,1.1,0.99,1.05,1.12,1.23,1.03,1.23,0.99,1.17,1.18
h_1,0.96,1.08,0.98,1.03,0.97,0.91,1.0,1.14,0.94,0.94,0.94,0.92,0.97,1.04,1.01,1.11
g_1,0.94,0.95,1.15,0.93,0.94,0.95,0.9,1.0,0.97,0.86,0.96,1.21,0.99,1.1,1.04,1.03
c_0,1.04,1.08,0.83,1.19,0.94,0.93,1.04,0.99,1.0,1.14,1.29,0.97,1.03,1.1,1.06,1.05
d_0,0.76,0.97,1.03,1.32,1.18,0.91,1.03,1.12,0.83,1.0,0.91,1.0,1.05,1.05,1.0,1.07
b_0,1.01,1.02,0.91,1.19,1.02,0.83,1.05,1.01,0.77,1.11,1.0,0.97,1.09,1.38,1.01,1.05
f_0,0.82,1.08,0.97,1.14,1.08,0.92,1.05,0.85,0.96,1.0,1.01,1.0,1.03,1.1,1.46,0.81
h_0,1.02,1.18,1.03,0.96,0.87,0.78,1.01,1.01,0.93,0.96,0.89,1.0,1.0,0.99,1.0,1.17
a_0,1.02,0.99,0.99,1.0,1.11,1.04,1.01,0.97,0.9,0.91,0.73,0.93,1.0,1.0,0.89,0.96
e_0,0.96,1.27,0.96,1.18,1.08,0.82,0.95,0.86,0.89,0.94,0.99,0.71,0.95,1.1,1.0,0.91
g_0,0.95,1.01,1.16,1.04,0.96,0.83,0.91,1.02,0.97,0.97,0.97,1.18,0.87,0.97,1.04,1.0
