,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.48,0.75,0.41,0.39,0.44,0.37,0.48,0.48,0.45,0.55,0.52,0.16,0.51,0.43,0.4,0.58
e_1,0.46,1.5,0.46,0.42,0.38,0.39,0.59,1.01,0.54,0.67,0.49,0.55,0.53,0.44,0.4,0.57
c_1,0.52,0.51,1.54,0.48,0.7,0.38,0.49,0.45,0.4,0.19,0.53,0.54,0.57,0.42,0.4,0.52
d_1,0.55,0.47,0.43,1.56,0.41,0.38,0.53,0.34,0.48,0.8,0.6,0.44,0.66,0.52,0.33,0.58
b_1,0.57,0.49,0.4,0.5,1.6,0.63,0.64,0.51,0.46,0.43,0.18,0.56,0.64,0.37,0.36,0.67
a_1,0.56,0.45,0.52,0.5,0.43,1.74,0.66,0.63,0.6,0.63,0.56,0.69,0.58,0.28,0.56,0.42
h_1,1.03,0.66,0.78,0.74,0.55,0.49,1.66,0.83,0.96,0.85,0.92,0.73,0.54,0.72,0.77,0.79
d_0,0.8,0.54,1.38,0.47,0.71,0.57,0.9,1.49,0.89,0.93,0.98,0.83,1.14,0.73,0.86,0.76
g_1,0.69,0.66,0.87,1.01,0.78,0.54,0.74,0.77,1.78,0.72,1.03,1.27,0.88,0.92,0.81,0.54
c_0,0.83,0.71,0.74,0.79,0.71,0.55,0.93,1.02,0.92,1.54,1.66,0.77,1.11,0.84,0.84,0.87
b_0,0.87,0.82,0.92,0.72,0.5,0.55,0.97,0.96,0.64,0.7,1.57,0.84,1.1,1.41,0.96,0.94
f_0,0.48,0.79,0.92,0.84,0.77,0.47,1.02,1.0,0.73,0.88,0.99,1.63,1.18,1.07,1.71,0.72
h_0,1.1,0.83,0.78,0.76,0.68,0.7,0.62,0.82,1.0,0.75,1.06,0.87,0.58,0.77,0.86,1.12
a_0,0.9,0.86,1.0,0.87,0.75,,1.0,1.05,0.77,1.04,0.64,0.9,1.18,1.69,0.83,1.07
e_0,0.8,,1.04,1.23,0.91,0.6,0.97,0.96,1.04,1.12,0.85,0.76,1.23,0.88,1.72,0.61
g_0,0.79,0.79,0.94,1.09,0.67,0.75,0.92,0.9,0.66,0.88,0.89,1.29,0.9,0.7,1.09,0.54
