,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.43,0.69,1.36,1.23,1.38,1.09,0.35,0.26,0.23,0.4,0.23,0.3,0.19,0.23,0.37,0.2
f_1,1.17,0.42,1.18,1.1,1.04,0.93,0.24,0.26,0.25,0.44,0.26,0.35,0.13,0.24,0.23,0.2
c_1,0.92,1.25,0.41,1.65,1.19,1.07,0.38,0.14,0.34,0.36,0.23,0.23,0.17,0.25,0.24,0.18
d_1,1.52,1.33,1.23,0.4,1.3,1.1,0.3,0.39,0.2,0.22,0.25,0.26,0.16,0.23,0.2,0.1
b_1,1.47,1.54,0.75,1.57,0.37,1.35,0.43,0.3,0.43,0.38,0.48,0.25,0.19,0.3,0.25,0.21
a_1,1.68,1.77,1.63,1.65,0.77,0.33,0.48,0.37,0.32,0.48,0.42,0.3,0.27,0.49,0.26,0.26
h_1,2.13,2.41,2.16,2.13,2.18,1.98,0.3,0.48,0.46,0.6,0.4,0.39,0.4,0.38,0.37,0.32
d_0,1.42,2.4,2.47,3.55,2.8,2.46,0.8,0.34,0.47,0.73,0.51,0.48,0.35,0.44,0.47,0.44
c_0,2.68,2.91,3.55,1.45,2.64,2.02,0.68,0.66,0.33,0.7,0.51,0.47,0.37,0.47,0.47,0.33
g_1,2.67,2.94,2.65,2.37,2.43,2.27,0.49,0.5,0.51,0.26,0.5,0.45,0.29,0.41,0.48,0.47
b_0,2.34,2.43,3.64,1.96,4.32,2.31,0.73,0.51,0.3,0.7,0.31,0.52,0.38,0.45,0.42,0.39
f_0,2.34,4.59,2.91,2.56,2.74,2.81,0.76,0.52,0.52,0.46,0.53,0.3,0.4,0.38,0.43,0.24
h_0,2.9,3.15,2.79,3.0,3.07,2.71,1.35,0.58,0.65,0.88,0.6,0.63,0.56,0.55,0.56,0.39
a_0,3.07,3.64,3.12,2.63,4.03,5.18,0.97,0.6,0.58,0.76,0.36,0.61,0.43,0.29,0.48,0.42
e_0,4.22,4.04,3.23,2.88,2.73,3.14,0.82,0.62,0.67,0.81,0.73,0.35,0.44,0.73,0.31,0.4
g_0,3.55,3.84,3.58,2.83,3.49,3.12,0.77,0.76,0.67,1.06,0.61,0.69,0.37,0.6,0.69,0.54
