,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,2.4,0.23,0.19,0.34,0.3,0.22,0.6,0.55,1.03,0.54,0.64,0.51,0.86,0.65,,0.75
f_1,0.47,2.43,0.3,0.32,0.22,0.3,0.46,0.45,0.55,0.71,,0.63,0.67,0.6,0.71,0.57
d_1,0.28,0.26,2.53,0.24,0.27,0.26,0.61,0.54,,1.06,0.56,0.72,0.99,0.62,0.53,0.51
c_1,0.25,0.23,0.32,2.57,0.41,0.28,0.66,0.41,0.6,,0.53,0.58,0.93,0.73,0.55,0.81
b_1,0.24,0.29,0.31,0.21,2.6,0.44,0.46,0.51,0.64,0.71,0.73,,0.9,0.56,0.64,0.73
a_1,0.31,0.23,0.33,0.25,0.23,3.15,0.57,0.53,0.53,0.72,0.68,0.71,0.72,,,0.58
h_1,0.5,0.69,0.49,0.52,0.63,0.52,3.78,1.14,1.23,0.91,0.87,1.31,,0.96,1.2,2.59
g_1,0.5,0.53,0.71,0.66,0.59,0.5,0.99,4.12,0.98,1.3,1.71,1.4,0.8,1.09,0.98,
d_0,0.46,0.79,,0.86,0.64,0.68,1.27,1.57,3.54,1.24,1.22,1.21,1.74,1.35,1.31,1.73
c_0,0.88,0.65,0.49,,0.46,0.6,1.49,1.11,1.43,3.56,1.64,2.3,1.54,1.47,1.18,1.4
f_0,0.55,,0.58,0.8,0.73,0.58,1.6,1.23,1.43,1.05,3.86,1.12,1.61,1.31,2.11,1.8
b_0,0.7,0.65,0.57,0.72,,0.43,1.09,0.95,1.48,1.33,1.33,3.9,2.04,2.02,,1.7
h_0,0.7,1.07,0.61,0.56,0.69,0.89,,2.2,1.93,1.6,1.86,1.69,,1.38,1.44,2.7
a_0,0.48,0.63,0.55,0.49,0.73,,1.31,1.46,1.19,1.39,1.31,1.24,2.03,4.84,,1.97
e_0,,0.56,0.95,0.55,0.56,,1.39,1.24,1.31,1.89,1.22,,2.02,,4.73,1.7
g_0,0.63,0.76,1.25,0.71,0.79,0.79,1.03,,1.59,1.87,2.41,1.61,1.93,1.35,1.82,
