,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.77,1.17,0.86,0.92,0.66,0.46,0.59,0.44,0.4,0.39,0.46,0.37,0.33,0.34,0.32
f_1,1.29,1.0,0.99,0.94,0.83,0.65,0.4,0.47,0.43,0.39,0.39,0.35,0.29,0.3,0.26,0.32
c_1,0.88,1.0,1.0,1.03,1.19,0.82,0.49,0.32,0.42,0.39,0.33,0.36,0.36,0.31,0.31,0.32
d_1,1.15,1.07,0.93,1.0,0.9,0.73,0.5,0.44,0.4,0.57,0.48,0.41,0.35,0.38,0.33,0.26
b_1,1.07,1.22,0.84,1.1,1.0,1.17,0.54,0.46,0.53,0.58,0.49,0.44,0.44,0.33,0.36,0.35
a_1,1.52,1.52,1.24,1.35,0.88,1.0,0.71,0.65,0.67,0.6,0.64,0.55,0.53,0.48,0.46,0.43
h_1,2.16,2.52,2.01,2.01,1.85,1.44,1.0,0.9,1.12,0.78,0.78,0.8,0.8,0.73,0.63,0.67
d_0,1.72,2.1,3.17,2.2,2.23,1.47,1.13,1.0,1.09,0.81,0.92,0.89,0.83,0.75,0.81,0.76
g_1,2.24,2.21,2.4,2.45,1.96,1.53,0.93,0.89,1.0,0.98,0.89,1.01,0.76,0.73,0.84,0.66
c_0,2.4,2.53,2.51,1.84,1.79,1.64,1.29,1.23,1.03,1.0,1.28,1.01,0.85,0.86,0.81,0.74
b_0,2.5,2.57,3.02,2.11,2.05,1.56,1.25,1.13,1.22,0.83,1.0,1.01,0.91,1.06,0.84,0.73
f_0,2.17,3.0,2.77,2.46,2.28,1.77,1.28,1.04,0.98,1.02,1.0,1.0,1.0,0.93,1.02,0.64
h_0,2.83,3.24,2.75,2.8,2.35,1.77,1.23,1.22,1.33,1.16,1.1,1.01,1.0,0.84,0.89,0.99
a_0,2.94,3.46,3.16,2.73,2.91,1.96,1.41,1.37,1.41,1.17,0.94,1.09,1.15,1.0,1.02,0.93
e_0,3.16,3.77,3.1,2.98,2.58,2.27,1.55,1.25,1.29,1.22,1.28,0.93,1.15,0.95,1.0,0.87
g_0,3.14,3.28,3.11,3.83,2.74,2.28,1.51,1.29,1.56,1.43,1.42,1.54,1.04,1.02,1.15,1.0
