,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.44,1.56,1.79,1.46,1.77,1.42,0.33,0.52,0.34,0.36,0.33,0.59,0.18,0.33,0.3,0.31
e_1,0.93,0.44,1.87,1.66,2.05,1.86,0.57,0.59,0.44,0.44,0.37,0.49,0.26,0.34,0.72,0.29
d_1,1.94,1.89,0.42,1.98,1.77,1.75,0.45,0.29,0.79,0.3,0.33,0.29,0.21,0.29,0.34,0.15
c_1,1.61,1.66,2.2,0.41,1.81,1.56,0.64,0.52,0.19,0.68,0.39,0.34,0.24,0.36,0.35,0.26
b_1,2.19,1.96,2.04,1.03,0.38,2.58,0.64,0.67,0.45,0.54,1.33,0.49,0.39,0.46,0.44,0.35
a_1,3.04,2.66,2.3,3.08,1.01,0.32,0.7,0.74,0.52,0.62,0.79,0.47,0.45,1.14,0.52,0.36
h_1,2.79,2.39,2.69,3.24,2.32,2.26,0.34,0.87,0.64,0.56,0.6,0.53,0.68,0.53,0.64,0.48
g_1,3.55,3.13,2.57,3.59,3.32,2.96,0.57,0.3,0.66,0.49,0.6,0.71,0.36,0.6,0.56,0.56
d_0,3.66,1.83,5.46,3.51,3.03,3.34,0.91,1.21,0.38,0.73,0.7,0.58,0.47,0.72,0.7,0.5
c_0,3.57,3.01,1.66,6.87,3.69,3.08,1.02,0.92,0.94,0.35,0.73,0.69,0.5,0.72,0.54,0.5
b_0,3.5,3.11,2.76,5.71,5.15,3.26,0.87,0.82,0.67,0.32,0.33,0.59,0.42,0.7,0.59,0.51
f_0,7.12,3.15,3.04,4.02,3.36,3.23,1.0,0.69,0.89,0.66,0.69,0.32,0.56,0.65,0.65,0.27
h_0,4.2,3.46,3.4,4.08,4.98,3.94,1.59,1.06,0.88,0.62,0.73,0.74,0.89,0.67,0.64,0.59
a_0,4.18,4.05,3.48,4.31,6.12,5.69,1.29,1.16,0.86,0.7,0.41,0.78,0.53,0.33,0.85,0.5
e_0,5.75,5.94,3.31,4.94,4.75,3.47,1.15,1.1,0.73,0.86,0.8,0.43,0.66,0.61,0.29,0.45
g_0,5.39,4.01,3.78,4.63,4.51,5.03,0.93,1.63,0.88,0.74,0.92,0.75,0.48,0.72,0.77,1.01
