,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.26,0.86,1.09,0.83,0.75,0.6,0.67,0.66,0.54,0.6,0.58,0.49,0.52,0.41,0.55
e_1,0.81,1.0,0.94,1.19,0.99,0.8,0.68,0.7,0.84,0.57,0.68,0.72,0.62,0.67,0.61,0.56
d_1,1.16,1.05,1.0,0.89,0.84,0.88,0.72,0.57,0.74,0.85,0.69,0.62,0.59,0.53,0.57,0.45
c_1,0.91,0.85,1.1,1.0,1.46,0.81,0.76,0.66,0.51,0.59,0.5,0.64,0.58,0.53,0.54,0.59
b_1,1.2,1.0,1.16,0.7,1.0,1.27,0.8,0.76,0.62,0.82,0.65,0.62,0.7,0.66,0.62,0.67
a_1,1.36,1.23,1.15,1.23,0.8,1.0,0.94,0.89,0.85,0.79,0.9,0.61,0.75,0.77,0.61,0.69
h_1,1.68,1.5,1.42,1.26,1.23,1.03,1.0,1.09,0.97,0.76,0.83,0.76,0.85,0.75,0.79,0.94
g_1,1.51,1.37,1.81,1.51,1.35,1.18,0.88,1.0,0.88,0.92,0.9,1.14,0.81,0.78,1.01,0.71
d_0,1.47,1.16,1.36,2.0,1.63,1.13,1.05,1.17,1.0,0.8,0.83,0.92,0.89,0.85,0.93,0.86
c_0,1.87,1.74,1.17,1.8,1.28,1.15,1.27,1.07,1.23,1.0,1.37,0.88,1.02,1.03,1.06,0.87
b_0,1.67,1.47,1.41,1.96,1.64,1.13,1.24,1.06,1.14,0.71,1.0,1.02,1.06,1.24,0.94,0.92
f_0,1.68,1.36,1.65,1.57,1.56,1.6,1.33,0.88,1.14,1.14,1.04,1.0,1.02,0.94,1.48,0.76
h_0,2.0,1.56,1.77,1.79,1.38,1.3,1.2,1.28,1.13,0.94,0.96,1.0,1.0,0.95,1.01,1.07
a_0,1.86,1.53,1.89,1.74,1.56,1.22,1.33,1.29,1.2,1.04,0.79,1.04,1.03,1.0,1.0,0.91
e_0,2.41,1.72,1.78,1.85,1.52,1.6,1.33,0.95,1.11,0.94,1.07,0.72,0.99,0.98,1.0,0.91
g_0,1.86,1.79,2.16,1.72,1.52,1.42,1.15,1.4,1.17,1.25,1.08,1.35,0.91,1.03,1.1,1.0
